Frame,GridMask...,img_backbone...,img_neck...,pts_bbox_head.get_bev_features,pts_bbox_head.get_detections...,UniADTrack.simple_test_track,PansegformerHead.forward_test,MotionHead.forward_test,OccHead.forward_test,PlanningHeadSingleMode.forward_test,velo_update...
3342,8893.0,19177.0,9024.0,18568.0,8180.0,100845.0,19254.0,8867.0,18271.0,8759.0,8158.0
3343,9050.0,18974.0,9408.0,18775.0,8719.0,103196.0,18969.0,18708.0,17615.0,8823.0,9227.0
3344,7965.0,17681.0,8678.0,18000.0,9045.0,88658.0,19425.0,19001.0,18296.0,8940.0,8029.0
3345,8831.0,18655.0,8405.0,18246.0,18475.0,100752.0,18641.0,17712.0,9430.0,19675.0,8913.0
3346,8715.0,18343.0,9046.0,19911.0,18982.0,102338.0,28080.0,17354.0,9561.0,18787.0,9051.0
3347,8196.0,18682.0,9500.0,18326.0,18654.0,101253.0,8718.0,18468.0,8115.0,28611.0,9313.0
3348,9180.0,18837.0,9141.0,18575.0,9374.0,91700.0,19496.0,19480.0,18478.0,28621.0,7653.0
3349,8374.0,8196.0,18300.0,9159.0,19125.0,98963.0,18849.0,19699.0,9207.0,68072.0,9214.0
3350,8893.0,18635.0,9449.0,9141.0,18925.0,92032.0,18810.0,19284.0,8987.0,57803.0,8927.0
3351,9422.0,19174.0,9531.0,8834.0,18228.0,101388.0,18944.0,9038.0,18466.0,57431.0,7920.0
3352,8921.0,18471.0,8450.0,18070.0,8960.0,100906.0,9254.0,19174.0,18145.0,48315.0,8791.0
3353,8738.0,8263.0,9193.0,18619.0,9097.0,91834.0,18262.0,17982.0,9023.0,68364.0,8896.0
3354,9280.0,8907.0,8049.0,19320.0,18886.0,92764.0,29477.0,9101.0,19131.0,70428.0,9180.0
3355,8595.0,18672.0,9577.0,9055.0,18698.0,93603.0,17841.0,19290.0,9227.0,76158.0,9278.0
3356,8150.0,29314.0,9225.0,9203.0,19268.0,101972.0,17871.0,18752.0,9638.0,48444.0,8227.0
3357,8455.0,8105.0,18023.0,9498.0,18404.0,81520.0,19925.0,19811.0,18328.0,8947.0,
3358,8155.0,18198.0,9225.0,18151.0,17940.0,99367.0,18254.0,18869.0,18393.0,9622.0,8840.0
3359,9283.0,18802.0,8201.0,9465.0,19491.0,102916.0,19029.0,17462.0,8407.0,9239.0,8351.0
3360,8805.0,18545.0,8178.0,17645.0,18349.0,99140.0,18806.0,8499.0,18136.0,9136.0,8433.0
3361,9297.0,18797.0,9055.0,18130.0,19104.0,101451.0,18456.0,17135.0,8037.0,9186.0,8043.0
3362,8243.0,20244.0,9561.0,8876.0,17689.0,99202.0,17479.0,8966.0,9346.0,9025.0,8613.0
3363,8682.0,18405.0,9012.0,17785.0,9245.0,98994.0,18847.0,18717.0,8709.0,8482.0,7561.0
3364,9011.0,18592.0,9032.0,18474.0,9266.0,91912.0,17893.0,18176.0,18694.0,8732.0,9246.0
3365,9164.0,19287.0,7673.0,19037.0,18960.0,100417.0,17994.0,18613.0,8247.0,8261.0,7774.0
3366,8232.0,8120.0,9208.0,18537.0,8098.0,79884.0,18354.0,18322.0,9659.0,9204.0,8489.0
3367,9268.0,9307.0,8832.0,18710.0,8411.0,92173.0,19256.0,27999.0,9415.0,8829.0,9759.0
3368,8284.0,18029.0,8445.0,16956.0,17693.0,115293.0,19328.0,18404.0,19378.0,9622.0,8548.0
3369,8640.0,18254.0,8673.0,18507.0,17872.0,109432.0,28066.0,8380.0,18674.0,8851.0,9002.0
3370,9022.0,18647.0,9569.0,18070.0,8317.0,90220.0,28043.0,9688.0,19272.0,9651.0,7962.0
3371,8200.0,18119.0,9204.0,19193.0,10189.0,91692.0,18230.0,19246.0,8775.0,17628.0,8773.0
3372,8791.0,8511.0,9082.0,17423.0,9560.0,90196.0,28669.0,7502.0,17662.0,7969.0,9155.0
3373,7859.0,18553.0,17872.0,9163.0,17971.0,99017.0,18576.0,17899.0,9246.0,19598.0,8143.0
3374,8925.0,8660.0,18098.0,19314.0,9083.0,99638.0,19223.0,7890.0,18832.0,9401.0,7369.0
3375,9895.0,9881.0,8736.0,19092.0,18323.0,111380.0,28275.0,19166.0,19762.0,7782.0,8418.0
3376,8694.0,18654.0,8809.0,17775.0,18454.0,99033.0,29296.0,18047.0,8027.0,9150.0,9144.0
3377,9501.0,19093.0,8926.0,9365.0,18695.0,92195.0,29291.0,9314.0,18539.0,9004.0,7947.0
3378,8711.0,18961.0,8962.0,17677.0,9081.0,101656.0,17901.0,8953.0,8865.0,18849.0,9037.0
3379,8833.0,18579.0,9460.0,19212.0,9152.0,93985.0,17933.0,9025.0,18525.0,9118.0,9356.0
3380,8775.0,18624.0,8829.0,18120.0,18655.0,99198.0,17865.0,19537.0,8268.0,18661.0,7631.0
3381,9099.0,18379.0,8366.0,17964.0,19197.0,102226.0,28645.0,9652.0,18671.0,8930.0,8984.0
3382,9287.0,19302.0,8825.0,18307.0,8246.0,90572.0,18884.0,18740.0,17647.0,8375.0,8375.0
3383,9477.0,18857.0,8081.0,19096.0,9541.0,91797.0,28167.0,9627.0,18132.0,8183.0,7447.0
3384,8185.0,17675.0,9119.0,18675.0,9515.0,90748.0,18454.0,18825.0,8140.0,8496.0,9114.0
3385,9588.0,9172.0,9470.0,18889.0,8978.0,83096.0,17946.0,18854.0,19166.0,7500.0,8271.0
3386,9737.0,9231.0,9318.0,18212.0,17817.0,102244.0,18967.0,18202.0,19442.0,8478.0,18199.0
3387,8334.0,9334.0,7377.0,18749.0,19380.0,91251.0,19323.0,9198.0,19362.0,18200.0,8867.0
3388,8569.0,18018.0,7406.0,18787.0,17677.0,107653.0,19249.0,8346.0,17727.0,8756.0,7806.0
3389,8995.0,18462.0,8179.0,17643.0,8218.0,99125.0,19284.0,18766.0,19545.0,9213.0,9142.0
3390,9303.0,19011.0,9246.0,18740.0,17688.0,101849.0,18411.0,19144.0,8830.0,18866.0,7805.0
3391,8520.0,18050.0,8918.0,18837.0,19477.0,101312.0,19139.0,8023.0,18181.0,7591.0,8718.0
3392,8443.0,7801.0,8033.0,19262.0,18708.0,100285.0,18225.0,19078.0,18285.0,8217.0,18853.0
3393,9311.0,18616.0,8761.0,7669.0,19136.0,100735.0,19873.0,19392.0,9022.0,8758.0,7721.0
3394,8599.0,8132.0,9261.0,18481.0,18727.0,91546.0,18925.0,9560.0,18958.0,9071.0,8566.0
3395,8766.0,18641.0,9635.0,18427.0,9266.0,102905.0,18394.0,18369.0,7355.0,18823.0,8890.0
3396,8577.0,18382.0,9213.0,18335.0,8688.0,101847.0,18851.0,9498.0,9899.0,17829.0,9469.0
3397,8248.0,18090.0,8074.0,7463.0,18747.0,89696.0,18203.0,19541.0,8646.0,17797.0,9407.0
3398,8554.0,19028.0,8967.0,18339.0,19152.0,92474.0,18680.0,9227.0,19077.0,48672.0,
3399,7872.0,19163.0,8097.0,19609.0,8803.0,89735.0,28290.0,8893.0,19010.0,9011.0,7988.0
3400,8858.0,18438.0,8240.0,19079.0,9215.0,101465.0,27657.0,9655.0,18648.0,8653.0,8081.0
3401,8778.0,18354.0,7892.0,19200.0,8441.0,97933.0,19451.0,18746.0,9150.0,8222.0,7370.0
3402,8016.0,9427.0,8032.0,28965.0,9589.0,101161.0,9334.0,18732.0,19516.0,9023.0,8451.0
3403,8092.0,9244.0,9272.0,18823.0,8709.0,81976.0,29155.0,9116.0,17786.0,18584.0,8744.0
3404,8952.0,18685.0,8817.0,18082.0,9154.0,100358.0,18498.0,18017.0,8795.0,8097.0,7632.0
3405,8061.0,19088.0,9443.0,18837.0,18531.0,101581.0,17768.0,17689.0,8430.0,9115.0,8189.0
3406,8484.0,17918.0,9292.0,18843.0,8913.0,90489.0,18408.0,18298.0,19249.0,10009.0,8658.0
3407,9081.0,8427.0,9550.0,18484.0,19328.0,92870.0,19204.0,8135.0,17581.0,7493.0,9183.0
3408,7483.0,18720.0,8550.0,18170.0,9328.0,89440.0,19033.0,19135.0,17710.0,8630.0,8049.0
3409,9871.0,8982.0,8802.0,18333.0,9538.0,102332.0,18230.0,18733.0,8919.0,8732.0,10077.0
3410,8957.0,18326.0,7901.0,9237.0,19237.0,90900.0,19109.0,19220.0,16989.0,7363.0,9133.0
3411,9366.0,19154.0,7860.0,17154.0,9314.0,100138.0,18504.0,19406.0,8116.0,8703.0,8190.0
3412,8593.0,8433.0,8638.0,19098.0,19359.0,92267.0,18843.0,7965.0,18095.0,8284.0,9016.0
3413,8337.0,17661.0,9084.0,18319.0,7824.0,88918.0,19092.0,19246.0,8586.0,19086.0,8481.0
3414,7934.0,17993.0,8034.0,18808.0,9162.0,88417.0,18056.0,18836.0,18730.0,7437.0,8663.0
3415,8922.0,17805.0,8776.0,8475.0,18755.0,109077.0,18373.0,9325.0,19227.0,8258.0,9425.0
3416,10303.0,8864.0,9471.0,18935.0,8386.0,102528.0,18349.0,8426.0,19136.0,8953.0,17884.0
3417,8757.0,8816.0,8727.0,9575.0,18726.0,90695.0,18019.0,19071.0,18167.0,8304.0,9353.0
3418,8026.0,19297.0,9555.0,19062.0,9010.0,101906.0,18347.0,7533.0,18655.0,9321.0,8665.0
3419,8895.0,18616.0,9227.0,18620.0,8842.0,90081.0,28432.0,8532.0,18220.0,7866.0,7372.0
3420,8855.0,8683.0,8396.0,17823.0,18792.0,108863.0,18377.0,19318.0,17950.0,9330.0,18257.0
3421,8555.0,17728.0,9323.0,19280.0,18115.0,100516.0,19149.0,18928.0,19328.0,8034.0,8314.0
3422,9781.0,9332.0,9542.0,18711.0,18669.0,103009.0,28675.0,18064.0,18903.0,8714.0,17880.0
3423,8990.0,18297.0,9047.0,18475.0,7691.0,98564.0,18477.0,18324.0,17580.0,8185.0,8438.0
3424,8528.0,8232.0,8776.0,18046.0,8488.0,89402.0,18700.0,18834.0,8836.0,9242.0,8324.0
3425,9171.0,9064.0,17888.0,18845.0,9855.0,91348.0,28656.0,8346.0,18926.0,9584.0,8136.0
3426,9202.0,18966.0,8799.0,8092.0,17404.0,88038.0,17889.0,9150.0,9207.0,16953.0,7971.0
3427,8562.0,18195.0,9155.0,17822.0,8325.0,89637.0,17969.0,8665.0,17777.0,8689.0,8933.0
3428,9434.0,18365.0,9132.0,18552.0,18459.0,101217.0,17897.0,18613.0,18134.0,8006.0,8003.0
3429,8785.0,7980.0,8833.0,18744.0,8894.0,91780.0,20179.0,9495.0,19305.0,9328.0,9229.0
3430,7939.0,17978.0,9183.0,18616.0,9523.0,89909.0,28669.0,9717.0,18820.0,9633.0,8360.0
3431,8798.0,18338.0,9282.0,8711.0,18012.0,101349.0,19611.0,9014.0,17218.0,9068.0,8981.0
3432,7973.0,17852.0,7435.0,18788.0,8584.0,88133.0,28986.0,19334.0,8971.0,9320.0,8684.0
3433,9367.0,9123.0,8697.0,18638.0,18375.0,102280.0,28262.0,9678.0,19212.0,19038.0,9792.0
3434,8102.0,17759.0,8968.0,8382.0,18381.0,89361.0,19325.0,18480.0,9105.0,18815.0,8541.0
3435,9934.0,9502.0,9492.0,18564.0,17585.0,100254.0,27494.0,9390.0,18153.0,8421.0,8719.0
3436,8176.0,17004.0,9618.0,8643.0,18306.0,89033.0,19125.0,18160.0,8928.0,19397.0,8105.0
3437,8920.0,18610.0,7866.0,19000.0,19163.0,100257.0,19377.0,19191.0,7904.0,18213.0,8945.0
3438,8830.0,16933.0,8943.0,18209.0,18262.0,101170.0,18928.0,19577.0,18499.0,8706.0,
3439,9029.0,9088.0,8983.0,18403.0,17745.0,89062.0,17960.0,18107.0,7750.0,8719.0,8078.0
3440,8733.0,18573.0,8389.0,17635.0,9147.0,90436.0,19426.0,19280.0,8864.0,9228.0,9227.0
3441,8373.0,17714.0,8334.0,17897.0,8411.0,88403.0,18524.0,18262.0,9366.0,17916.0,8381.0
3442,8710.0,18097.0,8107.0,17991.0,18602.0,100229.0,17897.0,19236.0,9975.0,9149.0,9293.0
3443,8919.0,8488.0,8037.0,18950.0,17878.0,88857.0,28515.0,8756.0,18481.0,9040.0,7354.0
3444,9127.0,18715.0,8974.0,18278.0,18164.0,99481.0,17789.0,19201.0,9185.0,9130.0,7193.0
3445,8133.0,17503.0,8502.0,17853.0,8777.0,88445.0,18676.0,19119.0,9003.0,9219.0,8562.0
3446,9127.0,19006.0,9027.0,18390.0,18055.0,100057.0,17614.0,7855.0,18272.0,8561.0,7504.0
3447,8633.0,18172.0,8817.0,18117.0,18070.0,108807.0,1758502.0,19236.0,19126.0,8421.0,18168.0
3448,8708.0,18500.0,7949.0,19657.0,19248.0,111964.0,28890.0,18582.0,18363.0,7907.0,8785.0
3449,9195.0,18997.0,7766.0,9231.0,18013.0,88834.0,19330.0,19606.0,8820.0,9075.0,7077.0
3450,8845.0,8031.0,9133.0,18361.0,18687.0,101614.0,18498.0,18985.0,18136.0,8111.0,9181.0
3451,8541.0,18512.0,9260.0,19032.0,19922.0,122016.0,18862.0,19199.0,18112.0,8133.0,8100.0
3452,8209.0,17863.0,9380.0,19013.0,18429.0,110620.0,18071.0,27789.0,8885.0,19714.0,8490.0
3453,8503.0,18065.0,8357.0,8153.0,18486.0,87091.0,19089.0,18525.0,7988.0,18485.0,7509.0
3454,8274.0,17263.0,9049.0,8432.0,18660.0,88585.0,29009.0,8691.0,18430.0,9328.0,8480.0
3455,8858.0,18640.0,9404.0,18573.0,19810.0,112959.0,8437.0,10027.0,8962.0,10150.0,9000.0
3456,8590.0,8348.0,8644.0,17908.0,19073.0,89056.0,18103.0,8059.0,18668.0,8053.0,8655.0
3457,9188.0,18810.0,9323.0,9424.0,17658.0,90378.0,19350.0,18018.0,17943.0,9333.0,7632.0
3458,18696.0,9671.0,9415.0,19129.0,18809.0,103420.0,18265.0,18132.0,18865.0,9207.0,9084.0
3459,8390.0,18260.0,7908.0,18896.0,8107.0,96743.0,19159.0,18297.0,8943.0,18654.0,7544.0
3460,8786.0,18410.0,9361.0,18475.0,17549.0,118845.0,18133.0,16388.0,19012.0,18077.0,8743.0
3461,8814.0,28058.0,9284.0,19016.0,18902.0,111295.0,18659.0,19370.0,17914.0,8710.0,8058.0
3462,9371.0,18287.0,8741.0,18018.0,8646.0,109029.0,28331.0,19595.0,18268.0,9096.0,8101.0
3463,8101.0,18047.0,9478.0,19089.0,18198.0,109769.0,28125.0,17415.0,18071.0,8724.0,8621.0
3464,8473.0,18099.0,9238.0,19424.0,8552.0,110555.0,28556.0,19633.0,19519.0,9248.0,8815.0
3465,8837.0,8783.0,9250.0,18323.0,17675.0,118867.0,28807.0,18974.0,8384.0,18037.0,9787.0
3466,9720.0,18782.0,9137.0,18048.0,27856.0,130097.0,28030.0,28680.0,19141.0,8716.0,9488.0
3467,9163.0,28554.0,8616.0,18141.0,18000.0,118305.0,19222.0,18087.0,9712.0,8464.0,8515.0
3468,8311.0,29676.0,9472.0,17674.0,19015.0,130550.0,17742.0,28899.0,8546.0,18655.0,8617.0
3469,7400.0,18944.0,8810.0,8851.0,18867.0,89956.0,39005.0,19303.0,18014.0,8849.0,8063.0
3470,8226.0,18278.0,7952.0,19356.0,18266.0,117445.0,18664.0,17852.0,18885.0,8383.0,8375.0
3471,9401.0,19562.0,8647.0,19210.0,7445.0,101543.0,19863.0,19171.0,17967.0,9452.0,7937.0
3472,8617.0,18787.0,9141.0,28329.0,8476.0,109197.0,29999.0,18853.0,19346.0,8296.0,7826.0
3473,7689.0,19379.0,9607.0,18909.0,9310.0,101308.0,18566.0,19229.0,19535.0,8751.0,7644.0
3474,8816.0,8721.0,9145.0,18822.0,17978.0,100180.0,18138.0,8147.0,17497.0,8392.0,7520.0
3475,8492.0,18702.0,8978.0,18446.0,8366.0,99479.0,18695.0,19359.0,17830.0,9208.0,7970.0
3476,8156.0,17837.0,8582.0,18889.0,18093.0,108733.0,18543.0,28700.0,9009.0,8075.0,8485.0
3477,8400.0,18020.0,8823.0,17808.0,17861.0,99099.0,19201.0,18175.0,17835.0,9350.0,8752.0
3478,8770.0,18890.0,9464.0,18493.0,17222.0,102230.0,28954.0,18541.0,17739.0,8585.0,
3479,8705.0,28285.0,8967.0,18053.0,8773.0,100521.0,19297.0,28065.0,18684.0,8027.0,8094.0
3480,8374.0,19151.0,9331.0,8811.0,18264.0,102452.0,19248.0,8280.0,19020.0,17987.0,9047.0
3481,7497.0,19142.0,8391.0,16964.0,8080.0,96421.0,26956.0,18544.0,18672.0,9221.0,8305.0
3482,9457.0,19188.0,9396.0,18952.0,17707.0,102358.0,18735.0,18977.0,8923.0,7582.0,8197.0
3483,8759.0,8453.0,8745.0,18226.0,18259.0,89724.0,18816.0,19478.0,18290.0,9659.0,8942.0
3484,8577.0,28225.0,8865.0,18361.0,19250.0,111523.0,29067.0,18387.0,18762.0,19481.0,8979.0
3485,8907.0,8580.0,8941.0,18228.0,18642.0,109602.0,29029.0,18368.0,18022.0,9444.0,8227.0
3486,7516.0,28558.0,8016.0,18490.0,9230.0,118116.0,28110.0,9186.0,19194.0,8709.0,8430.0
3487,9792.0,18580.0,8780.0,19691.0,8869.0,102550.0,19166.0,18178.0,28681.0,8720.0,18640.0
3488,9437.0,18449.0,8486.0,18029.0,8586.0,100348.0,18206.0,17968.0,19061.0,9218.0,8183.0
3489,7988.0,17736.0,8243.0,19547.0,18995.0,108303.0,29032.0,9291.0,18272.0,9269.0,9410.0
3490,8803.0,18619.0,8666.0,18159.0,8385.0,100243.0,18199.0,18637.0,18024.0,9320.0,9245.0
3491,8027.0,19250.0,8915.0,18557.0,18709.0,110018.0,18137.0,18075.0,29222.0,28586.0,8339.0
3492,8500.0,18214.0,9354.0,18784.0,17273.0,117352.0,18097.0,18316.0,18459.0,48294.0,8814.0
3493,8063.0,18314.0,9294.0,18155.0,18466.0,100443.0,18977.0,18623.0,17834.0,18854.0,8501.0
3494,8631.0,17987.0,9447.0,17980.0,7763.0,98101.0,19014.0,18818.0,17860.0,9167.0,6760.0
3495,9011.0,18809.0,8220.0,18437.0,19120.0,111037.0,27548.0,19662.0,19096.0,17498.0,7814.0
3496,8519.0,18433.0,9648.0,18633.0,8791.0,100142.0,27971.0,18708.0,9356.0,18874.0,7585.0
3497,9372.0,19342.0,9533.0,28571.0,9594.0,113513.0,29097.0,19200.0,18187.0,18621.0,9002.0
3498,8174.0,17447.0,8870.0,18473.0,19104.0,110374.0,27504.0,18143.0,19406.0,19192.0,8404.0
3499,8083.0,28016.0,8750.0,18334.0,18212.0,108306.0,29066.0,8365.0,19908.0,29045.0,8845.0
3500,7441.0,19340.0,7848.0,19334.0,18416.0,99763.0,28841.0,9186.0,18540.0,28566.0,8074.0
3501,8984.0,18355.0,8961.0,18143.0,17939.0,100649.0,18017.0,28337.0,18698.0,17959.0,8978.0
3502,8625.0,28149.0,7323.0,8632.0,18685.0,107564.0,27883.0,18024.0,17951.0,28764.0,8567.0
3503,8549.0,18188.0,9535.0,18182.0,19542.0,99468.0,28508.0,8804.0,19542.0,8061.0,6924.0
3504,8911.0,18381.0,9690.0,9280.0,18571.0,100633.0,27807.0,9246.0,17354.0,18709.0,7423.0
3505,8582.0,18235.0,9066.0,18385.0,8499.0,100219.0,17375.0,9145.0,18835.0,19447.0,8725.0
3506,8525.0,28227.0,8274.0,19208.0,19143.0,112268.0,28987.0,19616.0,17916.0,18289.0,8980.0
3507,9558.0,19625.0,9322.0,29069.0,9176.0,123114.0,18165.0,18622.0,17903.0,18143.0,8511.0
3508,9116.0,9195.0,9126.0,18489.0,17302.0,99883.0,17630.0,18119.0,8898.0,19222.0,7731.0
3509,8709.0,18500.0,9592.0,19579.0,18171.0,111262.0,28090.0,8698.0,18587.0,8609.0,8413.0
3510,8408.0,27965.0,8690.0,19641.0,18217.0,120156.0,27693.0,17961.0,18518.0,8189.0,8802.0
3511,8820.0,28240.0,8679.0,19007.0,17559.0,128817.0,27327.0,9212.0,17947.0,18616.0,7463.0
3512,8232.0,17564.0,9115.0,18068.0,9296.0,109506.0,29529.0,9782.0,18847.0,17940.0,8752.0
3513,8145.0,17858.0,9234.0,18620.0,9456.0,89712.0,28044.0,19444.0,18703.0,8400.0,8351.0
3514,8621.0,28144.0,8333.0,17545.0,18439.0,117072.0,27625.0,19096.0,18588.0,17092.0,6996.0
3515,8709.0,18271.0,8964.0,18229.0,19029.0,101183.0,28593.0,28231.0,28980.0,8426.0,9300.0
3516,7984.0,38030.0,8904.0,18116.0,18803.0,128480.0,27565.0,18329.0,28742.0,8307.0,8392.0
3517,9557.0,19097.0,8230.0,17346.0,9354.0,90715.0,19459.0,18806.0,18856.0,9466.0,8065.0
3518,9034.0,18707.0,17928.0,18810.0,19187.0,101848.0,28294.0,17336.0,18976.0,7439.0,
3519,8715.0,18673.0,8910.0,18269.0,18912.0,111133.0,28158.0,18731.0,18873.0,9028.0,9106.0
3520,9256.0,18785.0,9274.0,18295.0,17768.0,120764.0,18488.0,18709.0,17745.0,9017.0,9742.0
3521,9279.0,18917.0,8793.0,17982.0,18804.0,110196.0,19491.0,18270.0,8529.0,18141.0,18508.0
3522,9499.0,18508.0,9344.0,19451.0,18220.0,112949.0,18428.0,19312.0,18521.0,8374.0,10080.0
3523,9346.0,18602.0,8493.0,17477.0,19416.0,99690.0,28262.0,18826.0,18197.0,9338.0,8132.0
3524,8555.0,10104.0,9757.0,18156.0,18645.0,122191.0,28485.0,9755.0,18834.0,9505.0,8855.0
3525,8892.0,18458.0,8123.0,19091.0,9103.0,91347.0,19434.0,8651.0,18066.0,9067.0,9013.0
3526,9198.0,18984.0,9134.0,18601.0,18464.0,101564.0,18657.0,18607.0,8928.0,18626.0,8072.0
3527,7401.0,18013.0,9930.0,9307.0,17637.0,116888.0,18963.0,18913.0,19133.0,9184.0,8612.0
3528,8126.0,18661.0,9572.0,18326.0,18732.0,101030.0,28386.0,18838.0,8430.0,9607.0,8695.0
3529,8028.0,19323.0,9923.0,9125.0,18871.0,92176.0,19522.0,18783.0,19170.0,9429.0,8593.0
3530,8621.0,18520.0,7308.0,8906.0,19135.0,90620.0,17515.0,7881.0,28149.0,7212.0,9097.0
3531,9090.0,18965.0,9072.0,28033.0,8042.0,119804.0,18523.0,18286.0,18504.0,8853.0,7997.0
3532,8484.0,18203.0,9099.0,8744.0,18412.0,90385.0,17814.0,18147.0,18488.0,9103.0,9178.0
3533,9292.0,18970.0,9335.0,8753.0,9824.0,100178.0,18946.0,9188.0,18381.0,8166.0,8020.0
3534,8086.0,17658.0,8682.0,18019.0,8674.0,88825.0,29253.0,19289.0,18431.0,18011.0,8610.0
3535,8796.0,18289.0,8929.0,18268.0,18622.0,108263.0,28074.0,28007.0,18714.0,7862.0,7067.0
3536,9080.0,18147.0,8971.0,18595.0,18325.0,120118.0,28380.0,9254.0,19019.0,8850.0,7995.0
3537,8825.0,18262.0,8477.0,18897.0,9501.0,109703.0,18358.0,27919.0,9124.0,8348.0,7666.0
3538,9009.0,18586.0,8128.0,19379.0,9130.0,91174.0,28034.0,9129.0,18046.0,8238.0,9116.0
3539,8071.0,17660.0,8648.0,17801.0,19362.0,109820.0,19284.0,19135.0,17982.0,18671.0,8357.0
3540,7945.0,27057.0,9133.0,28315.0,8956.0,118803.0,18986.0,18755.0,17648.0,8499.0,8750.0
3541,9489.0,18974.0,8840.0,19055.0,9105.0,101929.0,18377.0,8307.0,18160.0,8162.0,7742.0
3542,8296.0,18064.0,8228.0,19246.0,18977.0,110608.0,18677.0,7915.0,27740.0,8012.0,8947.0
3543,7700.0,19288.0,9034.0,18269.0,8346.0,109033.0,28516.0,18972.0,19072.0,8850.0,8214.0
3544,9642.0,18661.0,8731.0,7964.0,17905.0,108601.0,18571.0,27915.0,18919.0,8328.0,8446.0
3545,8601.0,18143.0,9138.0,18594.0,18350.0,110510.0,27312.0,8127.0,18649.0,8306.0,8828.0
3546,8009.0,17332.0,8402.0,17411.0,8824.0,96933.0,28172.0,26880.0,19335.0,8446.0,8584.0
3547,8243.0,17733.0,8453.0,17261.0,18510.0,116875.0,19558.0,19424.0,18879.0,8499.0,17536.0
3548,8889.0,18483.0,8502.0,17445.0,18754.0,109063.0,29132.0,19359.0,17736.0,8646.0,7795.0
3549,8225.0,17498.0,9196.0,18910.0,18724.0,109478.0,28321.0,19282.0,19078.0,8286.0,8715.0
3550,7793.0,19034.0,8245.0,19308.0,18994.0,109003.0,28130.0,18347.0,17762.0,7947.0,8278.0
3551,9217.0,19395.0,9131.0,18834.0,18549.0,113574.0,18129.0,9101.0,18052.0,7957.0,9308.0
3552,8118.0,17766.0,9319.0,18758.0,8797.0,100452.0,28042.0,17469.0,9608.0,18723.0,8890.0
3553,7945.0,17656.0,8732.0,8420.0,18808.0,90041.0,18276.0,19482.0,9175.0,10044.0,8793.0
3554,8702.0,18405.0,8738.0,18155.0,8764.0,89854.0,28242.0,19493.0,9216.0,10242.0,9074.0
3555,7452.0,29110.0,9205.0,19162.0,18977.0,120780.0,19392.0,18631.0,9530.0,19146.0,8329.0
3556,8633.0,18811.0,8916.0,18642.0,19126.0,102378.0,28699.0,9187.0,18570.0,9264.0,8865.0
3557,8320.0,7944.0,9829.0,9168.0,18467.0,90046.0,20060.0,19000.0,9017.0,9270.0,8723.0
3558,8997.0,8933.0,9134.0,18574.0,18615.0,83569.0,18119.0,19039.0,8719.0,8841.0,
3559,7495.0,19004.0,8992.0,19120.0,8807.0,90718.0,28656.0,19693.0,9068.0,18709.0,8465.0
3560,8680.0,18327.0,8908.0,18135.0,17078.0,99105.0,27833.0,8780.0,17839.0,9218.0,8741.0
3561,8785.0,18614.0,8965.0,18605.0,8745.0,101338.0,28471.0,8326.0,19373.0,9319.0,9438.0
3562,8974.0,19045.0,9553.0,8490.0,18524.0,101140.0,18861.0,18042.0,19180.0,8843.0,7829.0
3563,8805.0,18571.0,8581.0,17840.0,8169.0,89910.0,18334.0,19257.0,7836.0,7659.0,9079.0
3564,8257.0,17508.0,8007.0,28087.0,18110.0,106997.0,19195.0,19882.0,9343.0,17445.0,8124.0
3565,8025.0,18861.0,7967.0,19211.0,8420.0,88326.0,18659.0,17345.0,7937.0,18908.0,8010.0
3566,9461.0,9386.0,8476.0,17819.0,17990.0,99428.0,18603.0,19348.0,19898.0,8829.0,7937.0
3567,8350.0,18425.0,9415.0,18978.0,18811.0,110775.0,17860.0,17977.0,19119.0,7414.0,8777.0
3568,9294.0,9067.0,8252.0,19115.0,19103.0,101212.0,19017.0,19144.0,18253.0,9371.0,9855.0
3569,8568.0,28151.0,9391.0,18707.0,9416.0,111172.0,19988.0,8540.0,19259.0,8267.0,8694.0
3570,9497.0,8922.0,8882.0,18119.0,18837.0,100675.0,19433.0,19113.0,18286.0,9001.0,9335.0
3571,9077.0,8782.0,8247.0,19067.0,19664.0,93414.0,19238.0,19007.0,8407.0,18811.0,9412.0
3572,9263.0,18755.0,8492.0,17968.0,18068.0,110130.0,19301.0,17662.0,17862.0,8945.0,8448.0
3573,9328.0,18711.0,9376.0,19083.0,8766.0,101533.0,18083.0,8050.0,17635.0,9135.0,8520.0
3574,8619.0,8001.0,18198.0,9363.0,18398.0,100624.0,18708.0,18088.0,9224.0,19278.0,8880.0
3575,7841.0,8171.0,9202.0,18109.0,17912.0,88778.0,19034.0,18296.0,18981.0,8707.0,8526.0
3576,7853.0,19399.0,9524.0,18951.0,18208.0,101305.0,18872.0,8813.0,18152.0,18751.0,8017.0
3577,7379.0,19444.0,8253.0,19590.0,18716.0,110389.0,18520.0,8429.0,18817.0,18950.0,8150.0
3578,8945.0,18744.0,7535.0,8957.0,18197.0,101353.0,18786.0,19258.0,8605.0,8648.0,9289.0
3579,9261.0,18801.0,9328.0,18481.0,8965.0,91080.0,19024.0,18139.0,18939.0,8397.0,8012.0
3580,8174.0,17726.0,9507.0,18588.0,9303.0,99878.0,17844.0,18132.0,18463.0,9082.0,8270.0
