Frame,GridMask...,img_backbone...,img_neck...,pts_bbox_head.get_bev_features,pts_bbox_head.get_detections...,UniADTrack.simple_test_track,PansegformerHead.forward_test,MotionHead.forward_test,OccHead.forward_test,PlanningHeadSingleMode.forward_test,velo_update...
1666,7557.0,19525.0,9217.0,18524.0,9714.0,92937.0,18857.0,18294.0,18995.0,79225.0,
1667,8598.0,8107.0,9097.0,18669.0,18339.0,90065.0,18016.0,18753.0,8777.0,67990.0,8602.0
1668,8897.0,18735.0,9042.0,17864.0,8386.0,100403.0,18367.0,16652.0,7980.0,69251.0,8987.0
1669,9172.0,18690.0,8849.0,9067.0,19078.0,102157.0,17872.0,8157.0,18692.0,46635.0,18179.0
1670,8507.0,17578.0,8696.0,8109.0,18139.0,98739.0,9534.0,19052.0,18088.0,38873.0,8988.0
1671,8666.0,17823.0,8562.0,17097.0,9068.0,88468.0,18721.0,18536.0,8765.0,29121.0,9017.0
1672,9165.0,8881.0,9106.0,18335.0,19167.0,111172.0,10075.0,18174.0,18061.0,17939.0,9740.0
1673,8884.0,18622.0,9002.0,18737.0,8684.0,91043.0,18638.0,19539.0,19350.0,19295.0,7833.0
1674,8289.0,17234.0,8376.0,7960.0,19168.0,88103.0,17982.0,17115.0,8099.0,18111.0,8304.0
1675,8481.0,17612.0,9214.0,18747.0,8896.0,90871.0,28295.0,8820.0,19356.0,18991.0,8819.0
1676,8280.0,18018.0,9234.0,18757.0,8586.0,90458.0,28868.0,8883.0,18345.0,18958.0,8327.0
1677,8440.0,18009.0,8733.0,8596.0,18561.0,80772.0,18781.0,19304.0,8980.0,18147.0,8588.0
1678,8653.0,8419.0,9314.0,18809.0,18450.0,101207.0,18154.0,18567.0,9438.0,38971.0,8806.0
1679,8745.0,18386.0,8925.0,18447.0,9290.0,90939.0,28349.0,8137.0,19635.0,27563.0,8947.0
1680,8438.0,18796.0,8906.0,17815.0,9123.0,99294.0,18964.0,8460.0,17583.0,19057.0,8584.0
1681,9272.0,18527.0,8025.0,19067.0,8295.0,89663.0,18844.0,19225.0,8303.0,19532.0,7271.0
1682,8408.0,8107.0,8519.0,18013.0,19149.0,89884.0,18550.0,18592.0,17777.0,17898.0,8741.0
1683,9352.0,9262.0,9441.0,18686.0,9276.0,93106.0,18760.0,18962.0,9843.0,18838.0,8289.0
1684,8311.0,17881.0,9287.0,19209.0,19262.0,102095.0,17958.0,19233.0,8252.0,17758.0,8940.0
1685,9070.0,8859.0,8109.0,17723.0,8740.0,98845.0,17801.0,9276.0,18889.0,17788.0,9422.0
1686,8423.0,18099.0,9408.0,18569.0,8966.0,91859.0,18231.0,18326.0,18376.0,9382.0,8927.0
1687,9289.0,18604.0,9065.0,8501.0,18009.0,89991.0,18585.0,9851.0,19692.0,9002.0,8361.0
1688,8905.0,8942.0,8064.0,18381.0,17482.0,90095.0,18377.0,8967.0,18521.0,8659.0,9501.0
1689,8886.0,18546.0,9357.0,18630.0,8992.0,92674.0,18418.0,19199.0,8534.0,19195.0,9404.0
1690,9407.0,9205.0,8052.0,19099.0,18202.0,101366.0,19329.0,17318.0,19079.0,18819.0,18086.0
1691,8279.0,8180.0,8740.0,18072.0,19838.0,90976.0,18573.0,18893.0,8492.0,18481.0,8853.0
1692,8796.0,8453.0,8138.0,17549.0,9272.0,89424.0,18699.0,9191.0,18448.0,18262.0,8947.0
1693,9514.0,18943.0,8917.0,18500.0,8880.0,100793.0,17941.0,19197.0,19005.0,9318.0,7979.0
1694,8693.0,18599.0,8050.0,18730.0,9375.0,100751.0,9901.0,19018.0,18844.0,8473.0,8893.0
1695,8271.0,8113.0,9183.0,18620.0,18892.0,89581.0,9720.0,18183.0,18893.0,8856.0,9258.0
1696,8372.0,8492.0,9002.0,18406.0,18883.0,91076.0,19160.0,19030.0,9784.0,8134.0,8573.0
1697,8117.0,7500.0,8260.0,19458.0,19334.0,91026.0,18898.0,19294.0,9392.0,9061.0,8567.0
1698,8933.0,8136.0,8705.0,17983.0,8736.0,98960.0,18429.0,9299.0,19060.0,9419.0,9296.0
1699,9124.0,18906.0,8016.0,9260.0,18857.0,90502.0,18333.0,18276.0,8711.0,8153.0,7349.0
1700,9619.0,19652.0,9677.0,19034.0,9397.0,103685.0,19057.0,8767.0,18369.0,18212.0,8191.0
1701,8013.0,9401.0,8939.0,18139.0,18461.0,100354.0,18575.0,9299.0,19212.0,9066.0,7847.0
1702,8832.0,18630.0,8790.0,28071.0,9162.0,111717.0,19333.0,9163.0,17690.0,9206.0,9009.0
1703,8115.0,17853.0,8989.0,17975.0,19173.0,99410.0,18236.0,9124.0,18546.0,9092.0,8549.0
1704,7877.0,19076.0,9346.0,18422.0,16789.0,98832.0,18805.0,17766.0,9138.0,9036.0,7858.0
1705,9653.0,9233.0,9335.0,18775.0,18099.0,91760.0,19106.0,8916.0,17991.0,9353.0,7726.0
1706,8883.0,18347.0,8465.0,8343.0,9967.0,90953.0,28471.0,18134.0,18358.0,39093.0,
1707,7932.0,17624.0,9244.0,18854.0,8666.0,89330.0,28691.0,19162.0,9218.0,28164.0,8559.0
1708,9422.0,19023.0,8736.0,7992.0,18183.0,90432.0,28561.0,19144.0,8867.0,97466.0,8253.0
1709,9314.0,19730.0,9698.0,8677.0,19065.0,94114.0,17984.0,18694.0,9430.0,85843.0,8063.0
1710,7905.0,19107.0,8270.0,9593.0,18188.0,99568.0,18747.0,9219.0,18016.0,87955.0,8047.0
1711,8303.0,8399.0,7920.0,19259.0,18869.0,91088.0,18160.0,18344.0,18877.0,87354.0,8671.0
1712,9268.0,9259.0,8567.0,18165.0,19393.0,90757.0,17133.0,18560.0,17872.0,98445.0,7786.0
1713,9240.0,8973.0,8225.0,17751.0,9439.0,100079.0,19776.0,19622.0,9209.0,88344.0,9395.0
1714,9228.0,8446.0,8822.0,17101.0,18189.0,98736.0,18619.0,19320.0,8935.0,77890.0,9704.0
1715,8715.0,8505.0,9349.0,18382.0,8552.0,91684.0,18141.0,9186.0,19056.0,77476.0,9017.0
1716,8041.0,18708.0,8227.0,17151.0,9381.0,87611.0,28044.0,8688.0,17942.0,75738.0,8456.0
1717,7432.0,18446.0,9502.0,19148.0,9259.0,89707.0,18219.0,19591.0,18680.0,77993.0,8112.0
1718,9009.0,8621.0,8403.0,17971.0,8058.0,89391.0,19321.0,9006.0,19162.0,39435.0,8952.0
1719,8819.0,18498.0,8665.0,18405.0,9322.0,89254.0,18466.0,19531.0,9221.0,36785.0,7927.0
1720,7946.0,19218.0,9399.0,8697.0,17930.0,90261.0,19303.0,18704.0,18948.0,38294.0,8010.0
1721,9283.0,8971.0,9536.0,18592.0,8427.0,91581.0,18752.0,17995.0,18959.0,78832.0,9667.0
1722,8852.0,18081.0,8813.0,8481.0,18601.0,100915.0,18052.0,8552.0,17967.0,77877.0,9055.0
1723,7914.0,7933.0,8663.0,18427.0,8977.0,79227.0,28683.0,8267.0,17942.0,76300.0,8649.0
1724,8756.0,18135.0,9216.0,18236.0,8041.0,89918.0,19129.0,17664.0,19272.0,65962.0,9032.0
1725,8434.0,18221.0,8424.0,8157.0,9788.0,88715.0,18476.0,18753.0,8136.0,77570.0,8801.0
1726,8012.0,18963.0,9097.0,18593.0,7962.0,90332.0,18236.0,18364.0,19643.0,78070.0,8596.0
1727,9320.0,19084.0,7908.0,18888.0,18534.0,99270.0,18508.0,17972.0,8411.0,68636.0,7973.0
1728,10023.0,9258.0,9154.0,18552.0,8964.0,103654.0,19052.0,9322.0,18588.0,67842.0,18090.0
1729,8863.0,18052.0,8218.0,17284.0,9481.0,100181.0,18716.0,18508.0,8715.0,69177.0,9163.0
1730,9329.0,18106.0,8660.0,18611.0,9110.0,89900.0,28338.0,8400.0,19070.0,89407.0,7676.0
1731,9876.0,9113.0,7388.0,19157.0,8130.0,100415.0,17418.0,18611.0,18361.0,78390.0,18155.0
1732,8872.0,8571.0,18200.0,9811.0,19150.0,90534.0,18487.0,18165.0,9163.0,77928.0,7764.0
1733,8471.0,17920.0,9339.0,19294.0,8944.0,90927.0,17657.0,27222.0,9183.0,79235.0,8848.0
1734,8447.0,18307.0,9085.0,18592.0,9208.0,100203.0,18681.0,17499.0,8795.0,68308.0,9421.0
1735,8548.0,8740.0,6990.0,18828.0,8358.0,89147.0,18845.0,17882.0,8765.0,77287.0,9258.0
1736,7832.0,18711.0,8314.0,8221.0,18552.0,87913.0,18566.0,19174.0,8507.0,87959.0,8113.0
1737,9026.0,8426.0,7971.0,19530.0,18598.0,91134.0,18703.0,16934.0,8259.0,77533.0,9156.0
1738,9099.0,18849.0,8589.0,17296.0,8657.0,88716.0,19285.0,18833.0,18631.0,78780.0,7390.0
1739,8297.0,18415.0,9574.0,18659.0,8178.0,99600.0,19067.0,18141.0,9244.0,49796.0,8524.0
1740,9139.0,8694.0,9260.0,18439.0,19240.0,90540.0,19121.0,8105.0,18756.0,58645.0,7570.0
1741,8790.0,18440.0,8560.0,19705.0,8321.0,102250.0,18272.0,18825.0,8759.0,78742.0,9006.0
1742,9525.0,18479.0,9338.0,18416.0,9229.0,102042.0,18778.0,18785.0,8887.0,68496.0,7694.0
1743,8362.0,18088.0,9526.0,19110.0,9005.0,100931.0,18099.0,8709.0,17829.0,77258.0,8255.0
1744,18554.0,8520.0,8385.0,18150.0,18502.0,98919.0,17720.0,18477.0,18677.0,78316.0,9105.0
1745,8638.0,8641.0,8692.0,17596.0,9488.0,79968.0,29056.0,8519.0,19268.0,77292.0,8493.0
1746,6927.0,8952.0,8750.0,18267.0,18094.0,80014.0,19130.0,18972.0,8113.0,87806.0,
1747,17646.0,9803.0,9653.0,18638.0,19027.0,101236.0,28978.0,19421.0,8951.0,38324.0,8472.0
1748,17866.0,7960.0,8327.0,17968.0,18543.0,98500.0,28538.0,9769.0,18572.0,78090.0,8528.0
1749,8054.0,8116.0,9083.0,18239.0,18123.0,88727.0,18874.0,18217.0,18801.0,57796.0,8434.0
1750,8291.0,18011.0,9497.0,18002.0,9164.0,99023.0,18174.0,17700.0,17787.0,87321.0,8283.0
1751,9400.0,18796.0,9152.0,18579.0,17422.0,98868.0,18020.0,18042.0,9361.0,88252.0,7637.0
1752,8469.0,8267.0,9248.0,19091.0,9111.0,91270.0,19464.0,18971.0,19187.0,68467.0,8585.0
1753,9129.0,9009.0,8700.0,18411.0,19482.0,101206.0,18515.0,18365.0,8802.0,45934.0,7457.0
1754,8209.0,7989.0,8625.0,17848.0,9023.0,78368.0,28388.0,8720.0,19497.0,47126.0,8571.0
1755,8083.0,17525.0,8611.0,8239.0,18202.0,86464.0,18313.0,19356.0,8939.0,47575.0,8075.0
1756,9317.0,19455.0,9295.0,8943.0,18836.0,101675.0,16967.0,18489.0,7253.0,48660.0,7992.0
1757,9792.0,9525.0,9202.0,18834.0,18101.0,102759.0,28793.0,8285.0,18214.0,67186.0,18047.0
1758,8739.0,8467.0,18054.0,18001.0,9122.0,99911.0,18673.0,17631.0,19247.0,76395.0,8898.0
1759,9030.0,8817.0,7801.0,29460.0,9191.0,101170.0,17055.0,18651.0,8053.0,46800.0,8732.0
1760,9117.0,8579.0,8515.0,17821.0,7644.0,89262.0,18862.0,8791.0,9302.0,28935.0,9001.0
1761,8948.0,8653.0,17798.0,8667.0,18917.0,90236.0,18763.0,17861.0,19192.0,18516.0,9196.0
1762,9521.0,8602.0,8448.0,17181.0,18614.0,98578.0,18404.0,17371.0,8450.0,7882.0,18115.0
1763,8875.0,18306.0,17921.0,9148.0,9737.0,109549.0,29194.0,18768.0,18540.0,9012.0,8911.0
1764,8104.0,17307.0,9161.0,18404.0,8841.0,89336.0,18275.0,17871.0,8431.0,17685.0,8851.0
1765,9156.0,18402.0,9139.0,8545.0,18100.0,89052.0,26691.0,17660.0,8133.0,9133.0,8092.0
1766,8215.0,7807.0,9058.0,18236.0,17614.0,88629.0,18242.0,18630.0,19638.0,8492.0,8376.0
1767,7811.0,18263.0,7518.0,19199.0,8964.0,98013.0,18761.0,18357.0,7127.0,9133.0,8227.0
1768,8586.0,18283.0,8879.0,17665.0,18083.0,99503.0,27408.0,8468.0,17391.0,8520.0,8784.0
1769,9060.0,18766.0,8305.0,18153.0,9465.0,100925.0,17836.0,18811.0,18503.0,37942.0,8843.0
1770,9131.0,8695.0,8509.0,26954.0,7878.0,97929.0,18622.0,17894.0,17894.0,38175.0,17995.0
1771,8000.0,17779.0,8290.0,8005.0,17758.0,87234.0,17771.0,18897.0,17838.0,66359.0,8352.0
1772,8784.0,8632.0,8681.0,18350.0,18186.0,107933.0,19375.0,19015.0,8501.0,57367.0,8730.0
1773,9282.0,18303.0,8789.0,18247.0,8902.0,99903.0,18757.0,19184.0,9042.0,67357.0,7765.0
1774,8373.0,27666.0,8339.0,27424.0,9174.0,117972.0,37922.0,8606.0,19165.0,67437.0,7545.0
1775,8444.0,18417.0,7378.0,18438.0,8650.0,89127.0,28097.0,18356.0,8778.0,47474.0,9003.0
1776,10102.0,8824.0,8432.0,18134.0,8736.0,99338.0,18136.0,9144.0,17480.0,38208.0,8079.0
1777,9377.0,9204.0,18001.0,9874.0,18943.0,91188.0,27521.0,18893.0,8651.0,36899.0,7799.0
1778,9113.0,9028.0,9575.0,17473.0,18604.0,91168.0,27941.0,17908.0,8614.0,66980.0,9201.0
1779,8573.0,18229.0,9020.0,18355.0,9143.0,99553.0,18500.0,18659.0,18453.0,67361.0,7964.0
1780,8161.0,7994.0,10208.0,8963.0,19050.0,99923.0,19119.0,9559.0,18218.0,48456.0,8319.0
1781,8640.0,8320.0,8089.0,18794.0,8107.0,89256.0,18347.0,17849.0,9307.0,67599.0,8430.0
1782,7959.0,17971.0,9012.0,9195.0,17690.0,88589.0,18496.0,18401.0,9030.0,47073.0,8184.0
1783,8951.0,18172.0,8316.0,18709.0,8259.0,88798.0,17468.0,17724.0,9118.0,47463.0,7421.0
1784,8028.0,17359.0,8490.0,18214.0,8344.0,88297.0,28913.0,8368.0,18118.0,27828.0,9077.0
1785,8381.0,17869.0,9800.0,18899.0,8518.0,82295.0,18832.0,17813.0,8287.0,7973.0,
1786,8009.0,7894.0,8378.0,17425.0,18942.0,86807.0,18158.0,18855.0,8956.0,8657.0,8429.0
1787,9388.0,18831.0,7944.0,17792.0,8637.0,99150.0,19329.0,7840.0,8244.0,9579.0,7857.0
1788,8427.0,18163.0,8459.0,17589.0,9347.0,88320.0,18530.0,18252.0,9426.0,8989.0,8296.0
1789,8307.0,18201.0,9186.0,8865.0,17884.0,88976.0,17211.0,17738.0,8847.0,8296.0,8614.0
1790,9583.0,18692.0,9186.0,8902.0,17399.0,99434.0,18671.0,18359.0,9506.0,9176.0,17630.0
1791,8535.0,18362.0,8666.0,17712.0,9372.0,98947.0,17193.0,8778.0,8186.0,8080.0,8866.0
1792,8500.0,17844.0,8780.0,17940.0,8824.0,88841.0,18973.0,18475.0,8875.0,8839.0,8816.0
1793,8380.0,9191.0,9011.0,18613.0,17849.0,100151.0,18170.0,8943.0,17751.0,8653.0,9086.0
1794,9300.0,9085.0,9438.0,9507.0,18914.0,90583.0,18766.0,17664.0,18119.0,9278.0,7577.0
1795,8404.0,7661.0,8975.0,18225.0,8596.0,79566.0,19073.0,18985.0,7824.0,8404.0,8602.0
1796,8636.0,8221.0,9220.0,18588.0,17787.0,89276.0,18798.0,18460.0,18685.0,8774.0,8877.0
1797,8131.0,17764.0,8627.0,8026.0,17656.0,96609.0,17151.0,18086.0,9940.0,7979.0,8261.0
1798,8647.0,7917.0,8207.0,17544.0,9088.0,87499.0,18907.0,8923.0,17940.0,8474.0,8367.0
1799,8664.0,8392.0,9463.0,28803.0,9286.0,91488.0,17821.0,19392.0,17685.0,8734.0,8920.0
1800,8173.0,17701.0,9004.0,8408.0,18851.0,89128.0,18644.0,17617.0,18328.0,8418.0,7809.0
1801,8240.0,8058.0,8390.0,18755.0,9307.0,89754.0,19018.0,8764.0,18149.0,9243.0,8737.0
1802,8114.0,17801.0,8726.0,17958.0,7896.0,84569.0,17290.0,18698.0,8625.0,9197.0,6679.0
1803,9099.0,8548.0,7233.0,18457.0,8581.0,98717.0,18251.0,8799.0,19041.0,8132.0,9571.0
1804,7867.0,17388.0,7992.0,18835.0,9299.0,87866.0,18713.0,18406.0,8860.0,8380.0,8294.0
1805,8704.0,8509.0,8598.0,9800.0,19223.0,90685.0,19572.0,19366.0,18030.0,8249.0,8850.0
1806,8269.0,17993.0,8279.0,16937.0,9257.0,97176.0,17804.0,8272.0,18270.0,8336.0,8536.0
1807,8953.0,18723.0,8728.0,8450.0,17965.0,99851.0,18554.0,27941.0,9491.0,18463.0,9151.0
1808,8370.0,17745.0,8870.0,18460.0,8072.0,107741.0,29040.0,18807.0,18748.0,8794.0,8329.0
1809,8658.0,18782.0,8119.0,18206.0,9190.0,90075.0,28694.0,9265.0,18669.0,7959.0,8811.0
1810,8919.0,17653.0,8625.0,18156.0,8222.0,88084.0,28328.0,8827.0,17663.0,18823.0,7455.0
1811,9600.0,17885.0,8960.0,18228.0,8182.0,99160.0,18881.0,18084.0,18041.0,8427.0,18221.0
1812,9576.0,8377.0,8905.0,18186.0,18491.0,100261.0,18676.0,9254.0,19337.0,8314.0,17399.0
1813,8755.0,18355.0,8451.0,18039.0,9226.0,88845.0,29072.0,17613.0,18610.0,9288.0,8605.0
1814,8495.0,8515.0,7972.0,18874.0,17308.0,88527.0,18941.0,18243.0,8236.0,7840.0,8640.0
1815,8738.0,18544.0,8685.0,8303.0,18718.0,99854.0,17611.0,18540.0,18238.0,8049.0,8536.0
1816,8739.0,18262.0,8775.0,17791.0,9156.0,98314.0,18922.0,18903.0,9376.0,37332.0,7171.0
1817,8870.0,8576.0,8991.0,18272.0,18928.0,90410.0,17698.0,9090.0,18240.0,55822.0,8687.0
1818,9217.0,18415.0,8655.0,17771.0,8813.0,88580.0,18340.0,27598.0,9603.0,57325.0,7766.0
1819,7962.0,18874.0,8429.0,17397.0,9256.0,87209.0,18257.0,8891.0,18617.0,47848.0,7746.0
1820,7944.0,18715.0,8726.0,8636.0,18216.0,97743.0,18588.0,17154.0,8285.0,57044.0,7911.0
1821,9097.0,18989.0,8761.0,18157.0,18749.0,100061.0,17527.0,19078.0,8577.0,47501.0,7275.0
1822,9561.0,8695.0,8539.0,17916.0,8237.0,100099.0,18674.0,8855.0,18877.0,16744.0,9899.0
1823,8041.0,7250.0,17905.0,8527.0,18003.0,87264.0,28695.0,17735.0,8304.0,18533.0,8258.0
1824,8659.0,17998.0,7854.0,27044.0,8592.0,97791.0,17496.0,18868.0,8737.0,17701.0,8613.0
1825,8309.0,17565.0,9130.0,18849.0,8837.0,91255.0,18472.0,16914.0,7965.0,57416.0,
1826,8425.0,18143.0,8503.0,16588.0,8669.0,87501.0,28924.0,18145.0,8871.0,38725.0,8592.0
1827,9415.0,8924.0,9218.0,18582.0,18493.0,100326.0,17721.0,8248.0,18875.0,28381.0,9587.0
1828,8776.0,8731.0,9072.0,18190.0,9002.0,92744.0,17497.0,18805.0,9262.0,57750.0,9371.0
1829,8858.0,18413.0,9156.0,18399.0,9171.0,101894.0,17937.0,18175.0,9077.0,57708.0,9064.0
1830,8600.0,18051.0,8825.0,8427.0,18353.0,90550.0,18552.0,18454.0,19101.0,36967.0,9070.0
1831,8639.0,17865.0,9148.0,18834.0,8925.0,99968.0,18378.0,9260.0,18562.0,37072.0,7524.0
1832,8208.0,8253.0,9299.0,18607.0,8293.0,80208.0,18785.0,18738.0,9106.0,38932.0,8463.0
1833,8598.0,8340.0,7970.0,18982.0,9209.0,90872.0,18204.0,9495.0,18807.0,37484.0,8722.0
1834,8408.0,17877.0,8613.0,18156.0,9354.0,89561.0,9737.0,17846.0,18856.0,37246.0,8713.0
1835,8666.0,17748.0,9153.0,17915.0,8453.0,89389.0,18466.0,18586.0,19023.0,27702.0,8734.0
1836,7992.0,17852.0,8820.0,18222.0,8158.0,99226.0,8254.0,9638.0,17079.0,28721.0,8052.0
1837,8856.0,18419.0,8597.0,18415.0,9149.0,101645.0,19089.0,18685.0,8764.0,38192.0,9233.0
1838,8773.0,8679.0,8161.0,17094.0,18106.0,88513.0,19155.0,19348.0,8491.0,37796.0,8872.0
1839,9226.0,18868.0,8157.0,8158.0,18211.0,98873.0,18076.0,9127.0,18638.0,37768.0,8018.0
1840,8668.0,8649.0,8742.0,18482.0,7924.0,89136.0,18717.0,8917.0,19200.0,38968.0,8811.0
1841,8652.0,17971.0,8387.0,17900.0,8075.0,97662.0,18654.0,8486.0,18933.0,38073.0,9077.0
1842,8284.0,7873.0,8677.0,18032.0,18989.0,88520.0,18442.0,9059.0,18882.0,47786.0,8376.0
1843,8352.0,17389.0,9383.0,18300.0,9722.0,91236.0,18601.0,18150.0,18808.0,37140.0,8749.0
1844,8389.0,18824.0,8786.0,8288.0,18659.0,90694.0,18547.0,7874.0,18313.0,48027.0,8886.0
1845,7931.0,7776.0,8997.0,18344.0,7691.0,88523.0,19082.0,8183.0,18787.0,57336.0,8537.0
1846,8899.0,8754.0,9141.0,18866.0,8829.0,91694.0,18503.0,8351.0,17398.0,37620.0,9287.0
1847,8857.0,8704.0,8253.0,18820.0,18297.0,90396.0,17526.0,9069.0,18421.0,47099.0,9094.0
1848,9420.0,18870.0,8301.0,19079.0,8646.0,100873.0,18638.0,8306.0,18738.0,29213.0,7846.0
1849,8675.0,18887.0,8181.0,17407.0,9249.0,97858.0,18901.0,8680.0,18910.0,8555.0,7423.0
1850,9393.0,18852.0,8384.0,8257.0,19085.0,100962.0,17711.0,18865.0,9264.0,18796.0,7738.0
1851,8629.0,17956.0,7975.0,17385.0,19138.0,107354.0,28055.0,19169.0,9362.0,19287.0,8230.0
1852,8596.0,17584.0,9264.0,19250.0,8863.0,91740.0,28751.0,9111.0,18014.0,9235.0,9116.0
1853,9434.0,9383.0,8978.0,18313.0,9252.0,100918.0,17845.0,17238.0,8627.0,19159.0,9681.0
1854,8141.0,8068.0,8982.0,17904.0,9171.0,79435.0,28180.0,9228.0,18489.0,9224.0,8641.0
1855,8912.0,8530.0,9166.0,17886.0,18711.0,99748.0,19043.0,19572.0,19226.0,8298.0,9815.0
1856,7921.0,17317.0,9193.0,18969.0,8321.0,98718.0,18670.0,8594.0,18860.0,8627.0,8337.0
1857,8424.0,19109.0,9116.0,18635.0,18650.0,101280.0,19219.0,18976.0,17672.0,7832.0,8347.0
1858,7139.0,18678.0,7479.0,18576.0,7406.0,94087.0,18190.0,18776.0,7913.0,8193.0,6292.0
1859,8727.0,18568.0,9638.0,18314.0,8105.0,100635.0,18383.0,9408.0,18435.0,9090.0,9192.0
1860,9583.0,18974.0,8521.0,17228.0,8588.0,89002.0,27353.0,18960.0,8526.0,8400.0,7890.0
1861,9301.0,18994.0,9119.0,19023.0,9445.0,92083.0,29625.0,8496.0,19013.0,8457.0,7947.0
1862,8919.0,18281.0,9421.0,18559.0,7383.0,90584.0,27342.0,9036.0,18486.0,8504.0,9171.0
1863,9430.0,19453.0,8622.0,17603.0,18975.0,100945.0,19034.0,17806.0,18495.0,8941.0,7982.0
1864,7976.0,19358.0,9329.0,18192.0,9397.0,93319.0,17997.0,8218.0,17942.0,9321.0,
1865,9281.0,18987.0,8063.0,9540.0,10006.0,91239.0,27146.0,7918.0,19073.0,8755.0,7775.0
1866,8929.0,18178.0,9136.0,18902.0,8692.0,91516.0,19243.0,19479.0,8445.0,8447.0,9028.0
1867,8823.0,17979.0,8933.0,17638.0,8790.0,87493.0,28993.0,19044.0,9432.0,9276.0,7532.0
1868,9176.0,8629.0,9243.0,17671.0,18955.0,100002.0,28764.0,9257.0,18625.0,9428.0,9234.0
1869,9337.0,8920.0,9318.0,28491.0,8097.0,91392.0,28020.0,9283.0,18425.0,9286.0,8290.0
1870,7895.0,18675.0,8753.0,17992.0,8786.0,88850.0,19070.0,17742.0,19078.0,7506.0,8243.0
1871,8378.0,18305.0,9458.0,18430.0,9233.0,100939.0,18015.0,18874.0,8202.0,17711.0,8692.0
1872,9016.0,18068.0,8931.0,18555.0,8748.0,108382.0,18541.0,8723.0,18186.0,9295.0,17846.0
1873,8812.0,18166.0,9556.0,8425.0,18738.0,101072.0,18946.0,18301.0,8286.0,17779.0,9240.0
1874,8831.0,18149.0,8624.0,17915.0,8604.0,90154.0,27627.0,8092.0,19008.0,7955.0,8990.0
1875,7724.0,8388.0,8522.0,27539.0,8605.0,97710.0,28627.0,8654.0,17723.0,9274.0,17662.0
1876,9163.0,19160.0,8847.0,17876.0,8523.0,100035.0,27885.0,9146.0,18735.0,8932.0,7981.0
1877,8832.0,18851.0,8057.0,18366.0,18721.0,98697.0,26707.0,18570.0,18391.0,9303.0,7389.0
1878,8165.0,28214.0,9845.0,9362.0,18660.0,101071.0,17825.0,18705.0,8658.0,9157.0,8867.0
1879,8905.0,18213.0,8770.0,8139.0,18318.0,100525.0,18095.0,18419.0,9437.0,18593.0,9261.0
1880,8217.0,27481.0,8451.0,17505.0,18843.0,127047.0,19168.0,8123.0,18408.0,8425.0,8551.0
1881,8300.0,18189.0,9393.0,18892.0,8810.0,90999.0,28174.0,9372.0,18315.0,9308.0,8541.0
1882,8917.0,18989.0,8396.0,17352.0,17844.0,98000.0,17670.0,18547.0,18545.0,8216.0,8265.0
1883,9228.0,18618.0,9400.0,19002.0,18273.0,101673.0,18276.0,9400.0,19332.0,8346.0,7961.0
1884,8504.0,17916.0,8465.0,8129.0,17246.0,88512.0,19236.0,9811.0,19442.0,8935.0,8933.0
1885,8865.0,19003.0,9408.0,18819.0,8512.0,89356.0,17760.0,27747.0,18354.0,9643.0,7519.0
1886,8287.0,7691.0,8929.0,18213.0,8090.0,95830.0,18509.0,19159.0,18676.0,9295.0,8445.0
1887,8705.0,18184.0,9030.0,18261.0,8900.0,98498.0,18856.0,19485.0,8055.0,7915.0,8794.0
1888,8896.0,8467.0,7800.0,18182.0,9112.0,89294.0,18557.0,9100.0,19151.0,9030.0,8876.0
1889,8863.0,18587.0,8822.0,7920.0,9753.0,99562.0,17964.0,18513.0,8062.0,9064.0,9059.0
1890,8743.0,28359.0,9243.0,17944.0,18133.0,108982.0,28679.0,18112.0,9631.0,18650.0,7315.0
1891,8054.0,9154.0,8780.0,17552.0,17699.0,88048.0,29150.0,9219.0,19019.0,9703.0,8048.0
1892,8775.0,8750.0,8972.0,18302.0,17862.0,91813.0,18091.0,18394.0,8678.0,18857.0,9211.0
1893,8548.0,16949.0,7921.0,18927.0,9158.0,98809.0,19314.0,27344.0,18033.0,17838.0,8708.0
1894,8465.0,18100.0,9145.0,28102.0,9283.0,110819.0,18424.0,18008.0,18719.0,17627.0,8708.0
1895,8547.0,8206.0,9278.0,19081.0,17324.0,109766.0,18312.0,18399.0,9499.0,27783.0,9274.0
1896,9181.0,18720.0,8954.0,18340.0,9128.0,100392.0,18817.0,18654.0,8932.0,28291.0,7612.0
1897,8910.0,18158.0,8805.0,8411.0,18755.0,90926.0,28137.0,8321.0,17743.0,27231.0,9004.0
1898,7860.0,18731.0,9120.0,18709.0,9052.0,89286.0,18932.0,17413.0,18939.0,27971.0,7842.0
1899,8794.0,8776.0,7525.0,19037.0,18478.0,90613.0,18583.0,18193.0,8141.0,28400.0,8981.0
1900,8967.0,18796.0,9314.0,9101.0,9826.0,91361.0,17456.0,18049.0,9088.0,26840.0,9223.0
1901,9125.0,18778.0,7703.0,29084.0,9456.0,111311.0,8955.0,19071.0,8065.0,28613.0,8098.0
1902,8993.0,18793.0,9395.0,18862.0,7461.0,89799.0,18653.0,18487.0,9351.0,29074.0,7490.0
1903,9110.0,8849.0,9089.0,18610.0,18962.0,82851.0,19183.0,18022.0,9314.0,77703.0,
1904,8325.0,17894.0,18298.0,19335.0,8848.0,110604.0,28320.0,18537.0,18339.0,68615.0,8350.0
