Frame,GridMask,img_backbone,img_neck,extract_img_feat,get_bev_features (frozen),get_bevs,pts_bbox_head.get_detections,select_active_track_query,memory_bank,generate_empty_tracks,query_interact,_forward_single_frame_inference,simple_test_track,seg_head,motion_head,occ_head,planning_head,velo_update
182,4.316,26.662,21.688,57.019,15.09,76.592,13.529,5.589,4.624,5.993,5.733,137.714,143.225,18.517,10.191,15.819,7.179,4.944
183,4.034,25.144,22.901,56.132,13.523,73.772,18.0,4.614,4.756,4.407,4.121,126.662,132.874,11.27,21.064,4.583,5.702,4.532
184,4.662,47.456,6.718,63.528,6.269,74.613,23.799,6.803,5.143,6.188,5.888,136.391,140.69,12.5,26.773,5.606,6.675,3.733
185,4.48,46.551,5.558,61.15,4.874,70.683,28.95,5.061,5.8,5.478,13.807,138.339,143.564,4.54,26.28,6.076,6.984,5.087
186,4.803,18.362,6.898,59.185,6.184,69.291,29.469,5.624,14.086,6.173,6.062,139.741,145.319,3.969,24.576,4.887,7.433,5.24
187,4.2,37.395,16.682,62.486,16.956,83.753,14.468,6.746,5.551,5.18,4.599,137.027,143.327,14.735,20.889,5.527,9.606,4.709
188,4.179,20.858,25.246,54.493,11.894,70.701,17.578,5.53,5.931,5.582,5.317,128.604,134.898,11.847,23.778,4.791,7.066,4.754
189,4.238,44.91,6.317,59.745,29.361,93.66,6.534,5.642,4.755,5.9,5.652,140.784,147.065,21.348,5.328,5.145,15.733,5.9
190,4.523,37.863,15.89,62.846,20.455,87.86,6.295,5.208,6.016,5.64,5.352,134.138,139.277,18.09,8.873,15.577,7.131,5.092
191,4.777,38.499,12.56,60.714,26.19,90.822,7.914,6.485,5.499,4.979,6.242,139.009,144.662,18.824,9.61,14.233,6.363,5.27
192,3.709,24.124,21.498,53.159,15.068,71.949,19.423,6.353,4.973,6.231,5.996,130.869,137.013,12.375,25.907,3.986,9.712,4.122
193,3.712,23.994,21.399,52.926,14.986,71.839,20.952,6.947,5.617,5.241,4.928,131.975,137.978,13.177,24.651,4.998,8.16,4.159
194,3.694,38.804,12.919,59.203,26.717,90.032,7.858,5.995,5.003,6.264,5.972,138.22,143.981,15.845,12.259,14.544,8.012,5.358
195,4.071,44.592,6.217,58.963,4.445,67.605,26.116,6.106,14.099,6.498,6.145,135.608,141.866,4.025,25.306,5.436,8.619,4.694
196,4.141,37.371,16.651,62.556,21.145,89.314,6.847,5.531,6.003,5.548,5.173,136.926,143.167,16.579,12.471,15.023,5.796,5.804
197,4.217,20.891,24.905,54.509,11.663,71.852,17.656,6.75,5.411,4.99,6.131,125.052,131.147,12.395,25.765,5.269,7.655,
198,4.84,23.771,21.32,53.622,14.954,72.471,21.496,6.818,5.669,5.173,4.555,133.986,139.677,13.906,21.97,5.009,7.284,5.306
199,4.457,37.747,18.402,65.143,18.126,88.09,14.102,6.115,5.084,6.189,5.827,143.075,148.345,17.88,11.443,14.56,7.592,6.268
200,4.852,23.698,21.217,53.486,14.884,72.231,21.359,5.729,6.078,5.631,5.349,131.097,136.79,11.411,24.904,4.953,8.849,4.026
201,4.008,25.092,23.086,56.227,11.4,71.718,17.75,4.677,4.606,4.019,5.028,123.642,130.208,10.426,22.234,3.938,7.373,4.484
202,4.0,19.977,24.62,52.617,12.868,69.581,32.18,14.53,6.188,5.772,5.49,140.63,145.427,21.19,5.217,15.26,6.312,4.292
203,4.686,22.779,19.485,51.57,13.15,68.205,18.784,6.925,5.656,5.308,4.994,125.354,131.659,13.448,24.35,4.817,16.035,4.054
204,4.904,24.009,21.466,54.086,14.915,72.863,21.658,6.881,5.693,5.341,5.039,132.877,138.867,13.441,23.607,5.987,15.989,4.12
205,4.681,38.468,12.057,59.913,21.882,86.584,6.199,5.052,5.985,5.604,5.25,130.409,135.936,18.717,5.096,4.934,21.875,3.82
206,4.671,47.264,5.231,61.89,4.896,70.212,27.901,5.742,6.458,6.108,5.823,135.722,140.11,3.731,23.709,5.108,29.444,3.887
207,4.73,23.474,20.91,53.867,11.496,68.993,27.491,12.477,5.107,4.995,4.713,130.112,134.549,2.792,21.971,4.76,21.301,3.969
208,4.142,44.596,6.408,59.304,7.158,70.741,29.762,5.358,4.522,5.891,5.654,138.961,144.294,19.07,7.406,6.437,13.672,4.558
209,4.485,22.105,24.994,56.117,11.661,72.468,17.923,6.784,13.932,6.345,6.106,137.376,141.654,3.881,23.678,6.161,23.131,3.729
210,4.506,40.82,12.406,62.266,5.156,72.039,26.565,4.75,6.585,6.229,5.924,136.908,142.091,24.07,5.545,5.855,22.429,4.871
211,4.147,39.248,11.448,59.0,27.202,90.353,5.928,5.512,4.676,5.923,5.646,134.027,139.091,21.432,5.475,5.833,23.574,4.465
212,5.063,29.253,16.158,55.45,19.138,85.583,14.234,6.74,5.505,5.037,6.135,141.069,146.882,13.237,21.586,5.879,17.504,4.342
213,4.842,38.632,12.584,59.697,25.717,89.247,7.802,6.346,5.378,4.662,6.054,135.91,141.609,18.494,9.378,13.506,4.458,4.049
214,4.836,42.64,6.976,58.077,29.663,91.919,5.896,5.249,5.866,5.432,5.11,135.551,141.764,20.222,7.679,6.374,6.686,4.515
215,3.658,23.821,21.346,52.577,14.88,71.31,21.109,6.983,5.583,13.902,6.476,139.3,145.402,4.259,25.105,5.125,7.754,4.086
216,4.72,38.283,10.496,58.254,24.658,87.743,7.745,5.386,4.58,5.961,5.698,134.608,140.059,20.162,6.238,14.517,6.782,4.037
217,4.498,22.159,24.972,56.154,5.606,72.531,18.677,6.894,5.511,5.172,4.918,131.021,136.121,13.316,24.681,5.211,8.76,5.07
218,4.374,45.626,6.2,60.596,28.502,93.782,11.986,6.51,5.6,5.204,4.934,147.767,152.697,19.846,8.623,15.78,7.101,6.027
219,4.115,37.334,16.792,62.416,21.004,87.677,12.424,6.134,5.082,6.279,5.966,141.138,147.355,18.83,9.638,14.615,6.187,4.657
220,3.88,24.638,22.387,54.834,10.408,69.16,17.487,4.812,3.638,4.689,4.452,118.78,130.757,3.676,19.925,4.574,7.856,4.34
221,4.203,44.957,6.447,59.851,7.251,71.466,28.868,6.296,5.604,5.24,4.925,138.988,142.998,22.941,5.151,16.014,6.676,4.8
222,4.146,37.477,16.83,62.617,19.673,86.517,13.402,6.58,5.69,5.239,4.964,140.13,146.428,19.862,8.68,16.14,6.958,4.658
223,4.311,26.578,25.097,60.386,15.5,80.552,14.124,6.504,5.39,4.964,6.138,143.042,148.59,13.436,20.728,5.373,9.584,12.368
224,4.289,45.255,6.272,60.11,7.198,71.722,29.906,4.79,6.232,5.876,5.597,139.461,144.374,22.7,5.757,6.003,9.107,4.669
225,4.057,44.24,6.363,58.747,4.227,67.168,32.382,5.676,14.092,6.141,6.044,140.348,146.407,4.133,26.116,6.051,6.775,4.613
226,4.536,22.298,24.827,56.274,13.106,74.318,17.982,6.501,13.84,6.171,5.892,141.956,147.361,3.817,24.455,5.303,7.97,6.328
227,4.593,41.157,10.71,61.004,25.35,91.024,6.87,6.285,5.576,5.22,4.95,136.906,142.084,23.362,5.504,5.456,16.052,5.116
228,3.836,37.409,13.051,58.037,23.556,85.754,13.473,6.775,5.568,5.162,4.556,140.165,145.959,14.905,21.795,5.011,8.291,5.438
229,4.503,46.582,5.949,61.579,7.236,73.43,29.996,6.303,5.376,6.292,6.024,144.024,149.087,20.194,6.205,15.274,6.555,4.821
230,4.294,26.562,21.703,56.892,14.979,76.331,12.944,6.784,5.609,5.211,4.928,136.942,142.318,16.811,20.78,5.366,9.749,4.889
231,4.192,45.049,6.281,59.774,4.801,68.919,28.303,5.656,4.643,5.992,5.797,128.733,135.032,12.271,26.338,5.346,17.333,4.782
232,4.57,38.045,11.518,58.663,22.024,85.57,6.445,6.628,5.596,5.001,6.197,133.634,138.762,12.882,26.197,4.835,7.152,6.317
233,3.646,23.95,21.454,52.818,14.947,71.626,21.591,5.268,5.973,5.616,5.249,131.042,137.179,16.865,12.12,14.246,7.334,4.063
234,4.788,42.567,6.812,59.032,6.666,69.663,29.225,5.39,4.602,5.953,5.677,137.854,143.481,18.752,8.146,16.682,6.028,5.264
235,4.203,20.763,25.18,54.416,11.978,70.741,19.393,5.799,5.941,5.554,5.322,131.465,137.785,11.862,24.444,5.398,9.349,4.769
236,3.947,38.697,12.753,60.404,22.903,88.415,6.36,6.434,5.525,5.224,4.956,130.113,135.659,19.882,8.228,15.508,7.277,
237,3.966,19.814,32.218,60.003,5.386,69.482,18.51,6.104,4.869,5.914,5.64,128.492,134.527,12.145,23.215,4.563,7.089,4.477
238,4.511,37.85,15.928,63.028,21.649,90.664,7.31,5.516,6.059,5.661,5.4,139.439,144.713,12.746,21.934,4.783,8.772,6.258
239,4.073,39.101,11.617,58.919,26.878,90.021,7.376,6.243,5.51,5.138,4.549,136.837,143.111,20.363,5.38,14.764,7.862,4.762
240,3.861,24.511,22.098,54.275,10.052,68.295,17.275,5.379,4.159,3.766,4.729,118.659,124.832,9.508,20.385,3.207,6.284,4.408
241,4.115,37.298,19.619,65.185,21.179,90.584,5.968,6.71,5.58,5.21,4.909,134.152,139.048,16.706,20.259,5.586,9.613,4.425
242,4.237,44.988,6.442,59.914,7.353,71.612,31.085,6.331,5.66,5.294,5.012,140.935,147.17,21.625,4.651,15.852,6.761,4.58
243,4.347,21.416,25.167,55.293,13.076,72.696,27.729,6.548,14.043,6.14,5.97,141.079,146.019,24.941,5.462,5.817,16.135,4.635
244,4.814,23.592,21.211,54.485,14.667,72.935,21.359,7.011,5.703,5.36,5.067,133.484,139.337,13.603,23.827,5.146,8.947,3.983
245,4.244,37.582,16.659,62.777,19.19,86.312,13.46,5.271,5.99,5.63,5.363,139.745,144.678,15.377,20.999,5.616,9.669,4.831
246,4.632,41.643,4.916,55.78,5.008,65.617,6.83,5.634,4.948,6.211,5.918,131.621,137.012,19.263,14.284,5.47,9.235,4.009
247,4.33,45.545,6.055,60.319,4.888,69.672,28.576,6.654,5.579,13.985,6.445,140.448,145.396,25.49,5.704,6.357,16.399,4.902
248,3.893,24.643,22.257,54.629,9.59,68.22,20.28,5.62,11.483,5.046,4.82,130.763,137.002,2.861,20.871,5.153,7.282,4.443
249,4.092,37.221,19.542,64.966,18.05,87.064,14.564,6.917,5.542,5.171,4.871,138.932,143.781,13.116,23.616,6.729,9.01,4.415
250,3.951,31.048,19.596,64.456,19.573,88.106,13.413,6.267,5.036,6.186,5.739,141.38,147.642,11.877,24.27,6.374,9.255,4.482
251,4.329,26.65,25.05,60.358,15.017,79.873,12.763,7.052,5.531,6.636,6.005,146.16,151.698,3.852,23.891,16.671,6.235,11.05
252,4.635,23.016,20.73,53.064,11.702,68.197,18.617,6.327,12.716,5.773,5.454,131.736,136.079,3.293,21.909,5.305,14.575,3.949
253,3.867,24.595,22.371,54.766,11.169,69.838,10.373,4.672,4.642,4.315,11.175,120.791,126.456,2.979,21.433,4.323,5.934,4.341
254,4.745,38.33,12.582,60.414,25.995,90.041,7.573,6.261,5.072,6.292,5.939,137.052,141.424,13.543,20.749,4.971,7.801,3.928
255,4.619,41.762,6.397,57.456,6.249,68.469,26.464,6.518,5.511,4.968,6.207,134.045,139.414,18.217,20.978,5.65,6.767,3.707
256,3.977,43.861,6.675,58.493,7.051,69.616,28.433,5.873,4.772,5.904,5.575,136.706,142.629,15.631,19.704,6.627,6.904,4.331
257,4.581,41.359,6.016,56.505,5.359,66.615,27.145,6.312,5.649,5.349,5.043,130.358,135.676,21.0,4.777,16.434,5.786,3.722
258,4.813,50.486,5.021,63.96,6.584,74.375,28.951,6.503,5.528,5.007,6.153,142.754,148.573,18.674,9.299,15.386,8.336,4.062
259,4.531,46.737,5.435,60.996,7.367,73.004,29.625,5.246,5.999,5.514,5.178,138.34,143.612,19.486,8.332,15.636,8.333,3.656
260,4.092,44.391,6.421,59.006,6.933,70.148,25.964,5.272,5.944,5.557,5.301,135.344,141.524,18.843,5.298,16.853,5.956,4.497
261,4.858,23.799,21.259,53.546,14.833,72.188,20.586,5.834,5.98,5.605,13.985,138.241,144.03,22.908,5.384,5.34,15.229,4.042
262,4.205,37.475,16.675,62.562,20.992,87.845,6.517,6.029,4.717,5.866,5.611,134.534,140.751,12.254,23.343,4.471,9.697,4.774
263,4.026,44.13,6.36,58.599,4.526,67.295,27.487,6.139,5.435,4.97,6.071,135.001,141.089,21.972,4.814,14.101,6.086,4.651
264,3.933,24.726,22.545,55.153,10.452,69.536,17.955,5.725,4.379,4.059,3.549,121.166,127.818,10.008,19.54,4.961,14.334,4.444
265,5.166,27.835,17.98,55.887,15.428,82.576,13.601,6.3,4.981,6.219,5.953,135.714,140.37,4.493,5.817,6.145,8.132,4.234
266,4.273,37.374,19.218,65.13,20.118,89.508,5.68,5.844,5.964,5.584,13.653,142.336,147.215,24.731,5.194,5.646,15.969,4.576
267,4.266,37.524,19.105,65.23,22.195,91.842,7.229,6.723,5.531,5.155,4.866,138.198,143.051,17.168,21.111,5.58,6.261,4.616
268,4.17,44.796,6.368,59.473,7.138,70.839,28.443,13.201,5.937,5.527,5.138,136.841,143.03,21.822,4.965,16.433,6.741,4.49
269,11.079,31.14,16.813,63.012,18.762,85.826,13.755,5.437,5.99,5.4,5.085,138.395,143.577,16.63,20.996,5.456,9.462,5.057
270,3.96,19.762,24.415,58.381,5.468,67.849,17.901,5.91,5.739,13.968,6.398,134.662,140.922,4.205,25.566,6.432,14.665,4.523
271,4.609,37.94,11.569,58.614,16.418,79.95,17.635,6.368,4.597,5.786,5.521,144.778,150.252,4.04,24.973,5.625,18.461,5.008
272,4.196,37.525,19.532,65.488,19.94,89.659,6.15,5.534,5.966,5.452,5.131,134.248,140.524,14.025,21.27,5.587,18.836,4.518
273,4.197,20.873,25.19,54.491,13.096,71.901,18.092,5.797,5.977,5.657,14.121,137.154,143.426,25.462,5.334,5.479,15.219,4.54
274,3.693,18.854,30.053,56.405,4.838,65.148,28.126,14.154,5.136,4.624,6.045,131.052,136.822,20.383,6.173,14.804,5.328,4.314
275,3.863,37.547,12.975,58.192,26.466,88.898,7.895,6.469,5.448,5.013,6.243,137.582,143.397,18.823,8.989,15.364,7.661,5.444
276,4.428,37.852,18.764,65.52,21.653,91.951,6.702,6.566,5.792,5.516,5.179,136.009,140.987,19.048,10.405,14.659,8.297,
277,4.013,44.043,6.418,58.525,4.394,67.087,27.877,6.241,5.588,13.98,6.512,136.295,142.332,25.309,5.544,6.342,29.736,4.638
278,4.25,39.767,13.19,61.474,27.043,92.88,6.751,6.55,5.999,5.6,5.174,140.393,146.661,22.593,5.487,13.418,30.434,4.556
279,3.711,23.758,21.268,52.57,12.2,68.67,18.076,5.845,4.495,4.165,3.939,118.473,122.938,10.574,21.133,4.974,25.309,4.159
280,4.172,20.639,24.95,53.94,5.568,70.165,27.237,6.471,6.558,6.134,5.563,137.366,140.997,22.301,5.808,14.896,27.267,4.664
281,3.873,24.629,21.939,54.357,13.496,71.863,20.335,5.5,6.126,5.69,5.458,130.675,135.385,12.209,22.813,6.326,50.272,4.226
282,3.871,22.693,21.393,51.731,12.046,67.69,23.578,11.693,4.719,4.412,4.073,122.552,127.005,19.209,4.65,12.201,32.384,4.145
283,3.897,37.876,13.075,58.683,27.23,89.91,7.981,5.771,5.052,6.354,6.037,137.324,141.791,20.268,5.215,15.042,40.07,4.221
284,4.446,37.877,18.744,65.571,22.034,92.194,7.224,5.936,4.676,6.007,5.729,137.51,141.468,12.678,21.114,6.311,48.442,4.81
285,4.078,37.161,16.744,62.113,20.146,86.462,5.983,6.329,5.033,6.219,5.744,131.151,135.878,12.275,22.943,5.379,48.368,4.411
286,4.717,27.548,17.785,54.827,14.927,74.803,20.909,7.007,5.556,5.009,6.096,141.556,146.094,4.754,5.783,6.506,52.844,11.213
287,11.031,31.217,19.711,65.921,19.269,89.197,13.807,5.963,6.083,5.687,5.444,141.459,145.994,31.185,5.471,6.096,49.831,4.211
288,4.151,37.55,16.691,62.583,20.982,87.856,6.552,5.53,6.044,5.662,5.37,134.051,138.824,15.799,21.374,5.503,17.08,4.47
289,5.179,31.178,19.825,67.301,16.58,87.915,14.733,5.799,4.614,5.937,5.586,139.578,145.444,12.434,21.839,5.67,40.82,4.229
290,3.86,43.546,6.327,57.508,3.546,64.96,26.856,6.49,5.501,4.824,5.946,130.42,134.816,18.041,19.004,5.273,42.302,4.141
291,4.038,37.1,16.799,61.977,18.527,84.607,14.421,6.085,5.15,6.361,6.021,138.855,143.521,18.172,18.422,4.785,47.403,4.305
292,4.268,45.348,6.035,59.961,4.637,68.841,26.138,6.242,5.47,5.136,4.513,131.705,135.45,22.579,5.523,14.685,45.23,4.582
293,3.717,23.889,21.234,52.64,12.08,68.602,17.627,5.791,4.424,11.473,5.09,127.114,131.512,21.205,4.113,4.457,39.311,4.091
294,3.861,43.428,6.831,57.979,7.219,69.143,31.065,6.308,5.702,5.302,5.018,137.961,142.427,24.15,5.956,16.924,32.688,4.186
295,4.462,46.202,5.976,61.268,7.126,73.188,30.923,6.484,5.41,4.901,6.11,140.477,144.653,18.11,18.971,5.652,32.583,3.787
296,4.077,37.151,19.316,64.635,19.451,88.26,14.044,5.583,4.527,5.826,5.529,139.891,144.669,16.098,21.106,4.918,46.501,4.442
297,3.926,19.68,24.299,59.163,5.452,68.591,17.778,6.769,5.194,6.266,5.984,126.333,130.875,12.07,23.927,6.493,46.993,4.26
298,4.237,26.23,32.049,66.801,4.615,75.794,29.037,6.323,5.579,5.259,4.917,149.626,153.704,22.75,5.528,13.499,39.474,4.869
299,4.14,20.643,24.954,53.877,12.959,71.008,17.619,7.069,5.592,13.894,6.479,137.026,141.798,25.11,5.557,15.371,44.006,4.472
300,4.156,20.675,24.828,53.844,12.946,71.069,34.336,5.165,6.008,5.594,5.288,143.441,148.197,17.215,18.355,5.613,52.022,4.504
301,4.623,38.26,10.332,57.894,24.299,86.934,7.695,5.946,4.753,5.764,5.501,132.289,136.346,14.984,20.191,6.312,48.721,3.738
302,4.833,23.662,21.229,53.341,12.043,69.184,17.975,5.241,3.964,5.098,4.867,120.871,125.132,28.346,4.002,14.217,38.693,3.985
303,3.924,38.313,11.614,57.792,26.49,88.19,5.3,5.478,6.063,5.692,5.439,131.913,136.343,16.092,20.08,5.179,53.002,4.195
304,4.21,44.966,6.292,59.69,7.137,71.131,27.87,5.702,4.974,6.263,6.047,138.975,143.806,20.918,5.235,15.07,50.086,4.458
305,4.633,47.207,6.471,62.951,6.34,74.031,31.879,6.553,5.903,5.541,5.212,143.644,147.831,22.987,5.408,13.878,47.653,3.692
306,3.71,18.926,31.555,58.01,6.196,68.103,31.252,6.647,5.901,5.476,5.112,137.696,142.066,22.495,5.813,16.148,49.966,4.076
307,4.803,42.682,5.729,56.852,6.69,67.326,29.525,6.255,5.561,5.207,4.943,133.17,137.977,22.638,5.74,14.838,44.889,3.996
308,4.013,31.213,16.835,61.993,18.365,84.446,13.649,6.789,5.533,5.163,4.56,135.638,140.266,14.859,21.732,5.016,54.113,4.328
309,4.231,45.044,6.198,59.703,7.025,71.015,29.798,5.755,4.99,6.21,5.928,139.082,142.712,20.699,5.858,15.918,43.236,4.568
310,3.869,37.796,13.456,59.009,25.005,87.955,7.272,6.491,5.579,5.209,4.92,132.524,136.947,19.031,18.413,5.454,45.598,4.25
311,4.624,26.839,24.712,60.961,14.627,80.556,19.421,5.662,5.892,5.538,13.731,151.814,156.061,24.997,5.687,16.845,41.24,10.934
312,3.91,38.68,11.535,57.996,20.079,82.054,6.876,6.701,5.701,5.262,4.976,127.892,132.418,14.867,21.089,6.33,54.107,4.212
313,4.157,20.85,25.048,54.23,11.767,70.258,18.885,6.948,5.613,13.842,6.394,138.266,143.057,23.472,5.638,14.129,42.912,4.505
314,4.049,37.144,19.592,64.837,21.501,90.46,6.781,6.028,5.022,6.268,5.978,137.439,142.108,17.879,19.896,5.301,44.956,4.346
315,4.186,26.192,21.67,56.222,13.937,74.472,19.199,6.876,5.687,5.378,5.065,132.587,137.663,31.782,5.304,15.284,43.829,4.739
316,4.343,21.347,25.025,55.067,13.041,72.596,18.075,6.429,5.0,6.194,5.957,125.305,130.076,12.101,23.832,6.508,51.539,
317,3.949,31.024,16.684,61.456,17.147,82.663,14.017,6.679,5.63,5.236,4.951,135.906,140.688,16.288,21.237,4.63,46.765,4.269
318,4.053,20.366,24.949,53.433,5.647,70.459,24.18,5.717,5.97,5.512,13.619,140.308,144.701,23.093,5.533,15.457,39.113,4.331
319,3.85,19.534,32.086,59.364,5.156,68.506,24.91,6.758,5.381,4.951,6.061,131.683,136.196,33.345,5.247,15.289,26.54,4.209
320,3.822,22.831,21.506,51.893,12.21,68.036,17.276,5.162,3.931,4.858,4.624,118.405,122.878,9.367,19.215,12.694,16.279,4.132
321,4.726,23.421,21.055,53.985,11.934,69.565,18.661,5.531,4.103,5.173,4.972,120.768,125.002,28.851,4.108,14.72,16.851,3.91
322,4.643,22.879,20.77,52.962,14.082,71.827,21.835,6.214,5.051,6.204,5.905,131.754,135.896,13.407,21.319,6.266,39.039,3.765
323,4.829,18.6,29.621,56.637,4.838,65.249,26.085,6.256,5.564,5.24,4.984,127.903,132.3,24.153,4.536,16.832,28.528,3.965
324,4.121,20.416,24.924,53.616,13.165,71.012,18.654,14.463,5.938,5.622,5.31,136.729,141.456,21.512,5.178,15.487,29.1,4.404
325,3.946,19.786,32.187,59.917,5.259,69.223,34.203,6.221,5.455,5.008,6.11,142.691,147.527,19.581,14.887,5.382,22.987,4.453
326,4.449,45.949,6.141,61.126,7.253,73.106,30.028,6.001,5.032,6.3,5.987,139.775,143.882,17.652,20.897,4.129,24.369,3.707
327,4.836,42.524,6.909,57.902,6.938,68.625,30.776,6.353,5.46,5.125,4.543,134.768,139.133,18.585,18.806,5.558,17.776,4.005
328,4.012,17.636,30.145,55.799,4.76,64.77,29.062,6.251,5.484,5.129,4.517,131.392,136.361,21.639,4.938,15.505,8.298,4.418
329,4.58,46.805,5.417,61.38,4.505,70.542,31.866,6.266,5.565,5.23,4.974,141.122,146.255,22.87,5.605,14.384,6.563,5.102
330,4.217,39.399,11.431,59.288,26.851,90.449,5.781,5.67,6.058,5.646,5.358,135.957,142.198,11.483,22.141,6.861,8.326,4.739
331,4.23,21.019,25.074,54.612,38.137,97.051,5.769,6.552,5.445,4.949,6.081,141.663,146.544,12.087,25.443,4.594,16.288,4.594
332,4.038,37.092,19.582,64.794,20.724,89.672,6.485,5.399,5.919,5.528,5.228,134.743,140.827,11.268,22.784,14.719,5.773,4.355
333,4.17,21.006,25.012,54.419,11.75,70.473,18.57,6.902,5.444,6.615,6.017,137.565,141.272,21.554,5.035,15.435,7.877,4.516
334,3.474,37.072,16.698,61.037,20.418,85.333,6.717,6.729,5.666,5.316,5.001,132.673,138.362,15.724,20.95,5.341,14.865,4.314
335,3.945,19.665,24.273,59.157,5.495,68.736,25.09,6.262,5.582,5.049,6.131,141.505,147.567,21.802,5.515,16.181,14.189,4.339
336,4.484,46.409,5.671,61.022,4.73,70.263,28.089,5.505,4.555,5.841,5.598,134.891,139.094,15.591,19.586,5.569,18.522,4.818
337,4.84,23.65,21.054,53.169,14.33,71.258,20.792,6.206,5.337,4.901,6.102,139.53,145.583,21.824,5.637,14.82,6.591,3.979
338,4.374,45.781,6.181,60.773,7.268,72.658,28.667,6.21,5.336,4.686,5.989,140.096,145.212,18.23,19.162,5.638,18.743,4.882
339,4.645,47.127,5.132,61.555,5.039,71.333,28.625,6.47,5.484,5.118,4.521,135.83,140.151,17.764,20.931,5.091,7.651,3.746
340,4.167,37.445,16.636,62.428,21.016,87.749,6.731,6.496,5.018,6.254,5.885,136.826,143.121,13.602,21.657,4.502,15.121,4.729
341,4.291,49.571,4.504,62.582,2.756,69.719,25.9,5.34,4.499,4.187,3.949,127.957,131.738,16.107,15.861,4.727,12.88,4.647
342,3.991,43.852,6.727,58.565,7.186,69.84,29.793,6.417,5.039,6.285,5.979,137.988,142.878,18.348,19.378,5.714,14.656,4.311
343,4.694,38.262,10.272,57.869,22.443,85.108,7.6,6.05,5.118,6.305,5.982,130.06,134.432,17.778,19.729,5.549,18.614,3.763
344,4.649,41.769,6.455,57.548,6.171,68.516,26.45,6.548,5.601,5.187,4.532,131.972,137.423,18.674,8.615,14.489,6.415,3.802
345,4.727,23.127,20.899,53.527,11.79,68.776,19.073,5.048,5.06,4.729,12.236,129.489,133.883,3.542,22.048,5.549,15.096,3.928
346,4.266,44.591,6.405,59.522,4.329,68.192,31.876,5.709,4.825,5.921,5.588,138.337,143.76,18.83,7.246,15.674,6.249,4.67
347,3.943,37.946,11.545,57.394,23.74,85.081,7.481,6.265,5.09,6.211,5.875,132.562,138.836,12.887,22.331,5.716,15.779,4.694
348,4.825,22.99,20.797,52.307,13.793,69.941,20.149,6.17,4.576,5.914,5.636,128.4,141.196,4.537,25.736,5.377,16.332,4.075
349,4.178,39.63,13.05,61.031,26.284,91.599,7.576,5.422,5.914,5.385,5.067,138.392,144.724,17.206,12.476,15.166,6.367,4.517
350,4.383,45.708,5.956,60.445,4.829,69.769,28.029,6.226,5.48,4.912,6.169,137.221,141.275,22.645,5.588,6.099,17.698,4.697
351,4.758,41.492,4.803,55.815,27.644,87.169,5.239,5.88,4.611,5.852,5.489,130.443,136.007,12.002,23.676,4.773,8.067,4.247
352,5.139,31.098,16.785,64.042,19.041,87.05,13.104,6.923,5.305,5.925,5.652,140.745,153.856,5.236,26.535,5.192,9.04,4.38
353,4.23,39.67,13.249,61.397,25.913,91.865,13.573,6.778,5.637,5.284,4.989,146.748,153.013,16.296,20.62,5.157,6.513,5.887
354,4.194,37.425,16.69,62.52,21.055,87.932,6.505,5.497,5.882,4.756,6.06,134.792,141.074,13.62,20.272,5.226,8.557,4.737
355,4.655,38.312,12.407,60.056,23.103,88.126,13.752,6.141,5.041,6.275,5.983,142.643,147.96,14.466,12.158,14.195,6.98,4.906
356,4.456,46.129,6.166,61.264,7.388,73.472,30.943,5.173,4.648,6.078,5.856,130.954,137.273,12.595,26.448,5.378,9.641,
357,4.324,45.368,6.44,60.478,7.342,72.478,27.847,6.343,5.669,5.257,4.97,142.991,149.326,22.192,4.659,16.537,5.659,6.013
358,4.233,39.655,11.514,59.66,27.574,91.559,5.493,5.203,6.049,5.642,5.306,136.46,142.72,17.436,9.766,14.991,5.727,4.765
359,4.897,23.786,21.145,53.49,11.875,69.192,18.183,5.813,4.37,3.663,4.849,122.16,127.821,3.941,21.249,4.382,6.831,4.185
360,4.533,40.91,12.402,62.393,27.74,94.828,5.568,6.785,5.611,5.23,4.633,139.354,143.478,14.962,21.687,4.041,9.449,5.157
361,4.141,39.406,13.406,61.131,5.054,70.481,26.539,12.907,5.994,5.631,5.349,134.749,141.042,22.294,5.554,6.076,17.517,4.536
362,3.929,24.752,21.969,54.624,13.535,72.234,20.358,6.665,5.176,6.17,5.888,131.672,137.857,12.203,26.332,5.571,17.887,4.259
363,5.025,29.2,16.027,55.38,18.878,85.367,14.579,6.316,5.075,5.919,5.603,138.92,144.729,11.902,24.497,5.709,6.148,4.351
364,4.674,41.819,5.162,56.328,6.098,67.195,28.228,5.458,4.599,5.854,5.539,133.946,139.287,18.743,7.775,6.55,14.776,3.965
365,5.165,31.262,19.782,67.353,19.195,90.773,13.866,6.771,5.471,4.757,6.056,145.807,152.056,12.935,22.25,5.254,8.022,5.522
366,4.806,38.509,12.58,60.702,26.621,91.067,7.768,6.299,5.196,6.352,6.049,137.806,143.462,18.604,9.953,15.318,8.053,4.072
367,4.018,43.852,6.572,58.459,29.091,91.69,6.746,5.965,4.82,5.909,5.639,136.073,142.026,15.211,21.334,5.936,6.784,4.355
368,4.25,20.843,25.223,54.575,13.295,72.219,18.459,6.978,14.258,6.588,6.153,141.346,147.628,3.905,25.226,5.798,8.664,4.607
