Frame,GridMask,img_backbone,img_neck,extract_img_feat,get_bev_features (frozen),get_bevs,pts_bbox_head.get_detections,select_active_track_query,memory_bank,generate_empty_tracks,query_interact,_forward_single_frame_inference,simple_test_track,seg_head,motion_head,occ_head,planning_head,velo_update
1834,5.263,30.109,26.839,67.54,13.479,86.439,26.953,5.986,6.615,6.091,5.781,155.235,161.283,22.257,5.329,16.036,15.074,5.69
1835,6.125,51.296,7.602,71.162,7.029,82.752,29.743,12.972,5.937,5.576,5.202,150.969,156.474,22.593,4.978,15.292,13.99,5.117
1836,5.528,48.204,13.744,73.035,28.28,106.98,6.371,6.655,5.958,5.538,4.916,156.605,162.897,24.019,5.716,6.122,21.844,5.915
1837,5.449,48.154,13.723,72.818,5.134,83.572,26.254,14.78,5.892,5.429,4.982,151.35,157.608,23.713,5.402,16.108,20.687,5.856
1838,5.444,45.443,19.997,76.347,19.538,101.437,13.756,6.996,5.595,4.969,6.234,158.33,164.606,12.962,25.228,5.615,29.05,5.821
1839,5.865,49.821,6.765,68.338,6.215,80.578,28.416,5.011,13.796,6.213,5.936,157.909,163.084,3.653,23.651,4.832,34.766,6.311
1840,6.086,51.089,7.493,70.799,6.595,81.964,27.485,6.061,4.631,5.94,5.663,150.921,157.19,18.049,10.031,14.981,28.996,5.622
1841,5.63,48.681,13.508,73.49,27.516,106.742,7.441,5.862,4.792,5.975,5.605,156.473,161.395,16.794,8.93,14.559,20.469,5.978
1842,5.4,53.927,7.797,72.591,4.977,83.126,26.356,6.558,6.002,5.637,5.368,151.157,157.311,20.028,5.085,16.332,26.797,5.811
1843,5.441,31.646,26.111,68.679,14.547,88.287,24.406,5.605,6.249,5.831,5.541,153.246,159.377,21.589,5.176,16.659,20.267,5.829
1844,5.348,53.342,8.606,72.681,25.659,103.824,6.73,6.144,5.121,6.276,5.955,153.636,159.709,18.245,10.395,15.12,28.423,5.734
1845,6.112,46.551,13.768,72.568,27.07,105.863,7.86,5.803,5.067,6.311,5.955,154.22,159.898,21.335,5.559,15.158,20.647,5.217
1846,4.197,45.06,6.304,59.781,4.728,68.805,27.751,6.303,5.532,4.96,6.186,136.458,141.291,21.216,5.172,16.313,28.457,4.489
1847,4.163,25.565,23.619,57.469,12.251,73.953,18.435,6.128,4.753,4.395,4.135,132.639,136.729,11.581,21.676,4.15,26.406,4.486
1848,5.484,31.198,24.268,66.47,13.109,85.156,34.055,5.937,6.474,6.158,5.893,161.163,167.436,22.967,4.985,15.03,15.03,5.841
1849,5.848,46.164,13.519,71.447,20.268,97.704,14.333,5.517,6.116,5.733,5.453,153.005,158.286,15.846,12.361,15.128,8.599,6.242
1850,4.165,39.549,13.325,61.234,28.132,93.126,7.031,6.12,4.822,5.88,5.594,138.749,144.97,12.218,23.481,4.601,7.007,4.545
1851,4.062,20.091,24.638,59.231,4.992,68.407,31.613,5.934,5.123,6.352,6.03,139.351,144.264,21.041,5.856,6.116,9.547,4.425
1852,4.097,20.276,24.742,53.263,5.632,69.566,28.321,6.143,5.491,5.036,6.124,138.48,144.804,19.785,6.336,14.782,6.065,4.827
1853,4.643,38.288,10.157,57.651,21.773,84.167,8.794,6.794,5.689,5.353,5.027,133.194,138.716,15.777,21.449,5.679,8.216,4.064
1854,4.533,46.786,6.073,62.006,31.167,97.851,5.675,6.098,4.927,6.032,5.788,143.23,148.575,14.772,21.329,5.156,6.961,4.968
1855,5.283,30.546,26.83,67.979,14.569,87.889,12.667,6.348,5.605,5.213,4.611,150.354,156.42,22.6,5.341,15.643,6.573,5.688
1856,4.721,37.966,16.045,63.569,20.83,88.086,8.472,6.571,5.694,5.317,4.958,135.387,139.981,19.324,8.783,15.009,6.824,3.982
1857,4.717,23.133,20.907,53.521,14.153,72.516,20.94,6.189,4.716,5.951,5.686,138.267,144.291,4.654,25.712,5.196,6.964,3.732
1858,4.222,39.765,13.375,61.638,28.17,94.144,5.871,5.406,3.818,5.215,4.961,135.106,141.398,15.924,21.843,4.656,7.64,4.588
1859,4.387,26.901,24.975,60.744,15.067,80.677,19.419,7.085,5.661,5.287,5.035,146.536,152.337,13.071,23.426,16.018,6.697,11.253
1860,4.847,39.424,11.57,59.417,20.878,84.091,7.007,6.134,4.924,6.3,6.013,130.45,134.993,18.57,9.26,13.646,8.45,4.003
1861,3.987,44.034,6.565,58.636,30.64,93.628,6.005,5.088,5.984,5.518,5.174,139.313,144.527,19.356,8.768,14.489,6.177,6.296
1862,4.192,45.065,6.338,59.818,4.654,68.722,26.117,5.693,13.96,6.292,6.003,136.068,142.312,3.646,6.013,4.401,9.701,4.784
1863,4.048,25.4,22.057,55.635,14.051,73.902,12.621,7.06,5.703,14.007,6.573,139.093,145.53,22.824,5.768,13.634,8.25,5.938
1864,4.22,39.574,13.302,61.313,5.035,70.853,25.491,6.645,5.946,5.662,5.405,134.074,140.054,22.361,5.72,14.162,5.65,
1865,4.326,45.66,6.36,60.709,4.864,70.029,29.064,5.132,6.048,5.633,5.325,139.334,145.679,18.584,7.648,15.372,5.978,4.895
1866,4.249,44.864,6.469,59.859,30.884,95.311,6.25,6.511,5.659,5.363,5.074,143.728,150.052,18.804,11.702,13.932,7.582,5.9
1867,3.945,43.718,6.933,58.537,27.592,90.172,6.602,5.672,5.448,4.999,6.256,136.263,142.224,18.323,19.871,5.267,8.654,4.295
1868,4.203,39.592,13.308,61.364,27.37,93.051,7.151,5.591,4.782,5.967,5.69,140.099,146.4,18.83,6.977,13.513,9.804,4.584
1869,4.7,41.656,11.838,62.917,26.24,93.99,7.232,6.615,5.637,5.189,4.571,139.155,144.492,17.663,21.214,4.949,7.518,3.738
1870,3.701,38.934,12.924,59.404,26.016,89.342,7.509,6.542,5.518,5.152,4.594,134.556,140.311,18.421,19.054,5.263,9.092,4.153
1871,3.889,17.808,31.794,57.304,6.062,67.326,30.914,13.473,5.9,5.486,5.112,135.238,141.06,19.5,5.857,13.687,9.696,4.202
1872,4.283,45.081,6.401,60.095,7.218,72.003,27.518,5.953,5.154,6.348,6.0,139.067,144.532,18.509,18.488,5.537,8.913,3.812
1873,4.209,44.695,7.518,60.664,26.592,91.605,7.775,5.404,5.993,5.574,5.204,138.585,144.878,13.329,23.662,5.969,9.154,4.565
1874,3.892,37.593,12.871,58.18,25.313,87.636,7.763,6.454,5.478,5.004,6.203,135.993,142.122,18.475,18.921,5.085,7.619,4.453
1875,4.462,22.204,24.937,56.093,11.456,72.137,33.812,6.447,5.469,6.492,6.094,144.409,148.376,24.61,4.626,14.416,6.737,4.842
1876,4.024,25.225,23.285,56.592,11.522,72.265,17.571,5.064,4.877,4.556,11.747,131.832,138.32,18.055,4.487,11.6,4.454,4.477
1877,3.745,24.04,21.429,53.086,12.241,69.252,17.495,5.275,4.033,4.953,4.684,120.26,130.953,3.388,20.022,12.971,5.61,4.171
1878,4.399,26.953,24.821,60.628,14.24,79.379,19.906,6.805,5.248,6.315,5.986,146.657,151.091,12.202,24.682,5.001,7.34,11.176
1879,4.197,37.626,19.401,65.445,21.239,90.994,6.996,6.048,4.166,6.271,5.966,137.228,143.505,13.048,21.267,4.645,7.419,4.505
1880,4.498,46.007,5.167,60.077,22.299,86.929,9.472,6.239,6.531,6.201,5.862,142.582,147.748,23.228,5.932,15.916,7.125,4.837
1881,4.828,18.373,5.464,56.587,4.734,65.196,27.828,5.864,14.004,6.041,5.954,131.509,136.155,23.051,4.52,16.33,7.139,4.102
1882,4.169,20.345,24.622,59.62,5.151,69.076,31.703,6.435,14.081,6.475,6.17,142.995,149.21,19.808,6.393,15.882,6.598,4.723
1883,4.893,18.669,29.812,57.225,4.912,66.115,26.282,6.279,5.655,5.288,4.996,132.547,138.486,22.945,6.161,15.763,6.595,4.508
1884,4.248,45.118,6.355,59.998,4.861,69.234,26.735,13.714,5.931,5.53,5.202,135.484,141.851,22.69,6.289,15.746,6.795,4.846
1885,4.43,26.909,25.013,60.871,14.772,80.387,19.993,6.612,5.102,6.331,5.967,150.376,155.869,12.451,24.348,4.662,6.87,5.201
1886,4.236,37.714,19.418,65.641,20.083,90.101,15.242,7.052,5.622,5.262,4.966,145.481,151.791,13.348,25.626,5.608,9.644,4.592
1887,4.293,38.971,13.566,61.179,26.181,91.811,7.682,6.74,5.693,5.36,5.052,138.685,143.61,13.347,23.767,5.839,8.942,4.703
1888,4.868,23.847,21.243,53.582,12.118,69.516,18.573,5.326,3.92,4.862,4.614,120.881,131.554,3.745,22.305,4.154,5.83,3.992
1889,4.669,38.284,12.148,59.839,25.002,89.722,8.02,6.162,5.338,4.671,6.084,134.92,139.36,19.031,9.597,15.624,7.129,4.049
1890,4.329,21.174,25.535,55.394,13.284,73.149,27.792,5.04,5.874,5.52,13.905,139.589,145.909,4.451,25.18,5.234,16.34,4.707
1891,4.326,21.186,25.04,54.899,13.304,72.625,22.25,6.259,5.017,5.943,5.535,135.233,141.465,12.008,23.343,5.055,8.219,4.605
1892,4.22,37.515,16.824,62.81,20.787,87.965,6.423,5.083,5.925,5.561,5.291,135.199,141.479,17.681,17.584,5.241,16.617,4.737
1893,5.136,30.894,20.956,68.042,14.612,86.67,16.62,7.063,5.652,5.298,4.987,142.718,148.675,13.49,23.905,4.302,18.601,4.254
1894,5.204,31.331,16.806,64.463,16.999,85.427,14.914,6.496,5.532,5.181,4.615,137.999,142.785,19.245,9.094,14.599,14.254,4.229
1895,4.127,39.254,13.096,60.646,25.726,90.62,7.762,5.481,5.949,5.551,5.184,136.943,143.076,15.754,21.336,5.71,17.255,4.466
1896,4.717,23.251,20.886,53.635,13.862,71.26,20.039,7.017,5.684,5.349,6.577,138.249,142.697,4.286,24.192,6.116,15.735,4.15
1897,4.458,37.754,18.491,65.223,19.501,89.348,13.788,6.955,5.476,6.295,6.022,143.603,148.823,12.369,25.811,5.026,23.528,4.879
1898,3.828,19.139,33.064,59.753,5.038,68.694,32.373,6.523,5.587,13.856,6.496,140.341,144.771,4.447,25.723,5.603,16.408,4.109
1899,4.73,41.728,10.384,61.656,26.141,91.463,7.649,6.532,5.496,5.025,6.215,138.137,143.73,17.866,20.09,5.521,17.001,3.997
1900,4.762,27.149,24.696,61.5,15.174,81.8,12.562,5.588,5.91,5.472,5.143,139.628,145.322,13.773,24.408,5.746,22.144,11.234
1901,4.249,20.862,25.284,54.683,11.961,71.037,18.418,7.083,5.673,5.316,5.014,129.229,134.38,13.109,24.747,5.871,25.418,4.6
1902,3.843,21.661,20.611,49.794,11.383,65.138,25.254,5.588,5.109,12.818,5.821,128.229,134.05,23.311,4.84,4.877,20.109,4.349
1903,3.994,44.007,6.713,58.726,7.081,70.076,27.485,5.588,4.712,6.103,5.846,132.47,137.669,20.191,6.207,13.906,36.924,
1904,11.106,31.347,19.626,65.973,16.596,86.588,14.752,5.585,6.035,5.659,5.411,139.443,144.229,15.436,12.152,13.655,29.315,4.49
1905,3.727,38.582,16.789,62.911,21.926,88.739,7.77,7.028,5.556,5.217,4.979,134.832,139.637,13.365,23.316,5.485,32.328,4.078
1906,5.246,24.37,40.053,74.96,5.498,85.83,24.086,7.041,5.596,5.194,4.935,150.724,156.718,12.911,22.443,4.913,30.546,5.609
1907,5.089,52.838,8.125,71.178,3.918,80.211,30.263,5.699,4.99,6.268,6.013,153.439,158.31,19.567,8.266,15.959,20.96,5.856
1908,6.589,37.598,20.687,78.626,20.15,103.984,21.652,6.526,5.871,5.486,5.148,166.403,172.301,21.055,14.385,4.716,25.224,5.467
1909,5.588,25.829,30.591,67.612,13.479,86.79,20.144,5.515,6.042,5.654,5.264,149.373,155.657,13.389,24.968,6.126,25.081,5.983
1910,5.939,56.581,7.055,75.537,6.425,88.013,31.935,6.716,5.585,6.749,6.497,162.344,167.47,4.41,25.03,5.157,44.393,6.33
1911,5.175,24.072,39.776,74.262,5.494,85.092,23.481,7.101,5.706,5.342,5.002,150.157,156.423,12.976,24.303,5.517,22.944,5.862
1912,5.492,45.542,19.969,76.519,21.048,103.093,5.803,5.573,6.036,5.681,5.401,149.383,155.649,11.812,24.94,4.553,14.776,5.866
1913,5.403,24.945,30.635,66.399,13.345,85.222,33.836,5.733,4.88,5.944,5.63,159.651,165.766,18.221,9.089,15.994,14.56,5.778
1914,6.294,22.866,37.432,71.43,5.73,82.182,31.765,6.801,5.508,5.032,5.835,153.611,159.086,4.271,25.858,5.099,20.973,5.277
1915,5.546,48.285,13.718,73.097,25.642,104.402,7.372,6.454,5.472,5.023,5.902,154.605,160.893,18.024,10.162,14.9,14.599,5.926
1916,5.522,25.37,30.462,66.891,13.312,85.793,27.219,6.61,6.075,5.677,5.42,155.915,162.095,22.285,5.475,15.797,5.02,5.949
1917,6.176,51.383,7.636,71.538,7.029,83.532,28.271,6.258,5.422,4.63,6.011,153.197,159.032,18.384,8.618,13.597,17.447,5.412
1918,6.649,35.443,20.366,76.208,19.678,101.12,14.194,7.004,5.521,4.902,14.244,164.86,170.977,4.321,24.658,4.826,22.282,5.503
1919,6.27,51.273,8.763,72.646,27.367,104.961,7.937,5.623,4.784,5.987,5.714,152.92,158.576,18.464,7.669,15.195,14.466,5.292
1920,5.45,47.943,12.641,71.572,26.093,103.34,7.693,5.776,4.724,5.956,5.649,152.524,158.815,16.613,12.062,13.954,14.725,5.906
1921,5.751,55.581,6.36,73.35,30.153,109.367,5.695,6.569,5.21,6.24,5.934,157.602,162.68,13.502,12.201,6.009,15.912,6.253
1922,5.975,46.397,13.339,71.989,25.093,101.997,8.078,5.606,4.682,5.919,5.666,149.692,155.308,18.731,7.704,14.62,5.226,5.322
1923,5.544,25.47,30.664,67.213,13.555,86.415,19.678,6.64,4.694,5.382,6.613,155.829,162.155,4.457,24.905,6.364,16.333,5.918
1924,5.533,45.633,19.954,76.663,21.551,103.838,5.978,5.301,5.519,5.046,6.248,159.987,166.287,18.349,20.191,5.148,8.862,5.887
1925,6.182,34.754,20.079,67.275,18.333,92.062,14.219,6.538,5.403,4.666,6.092,156.219,161.902,13.944,21.838,4.93,6.358,13.922
1926,5.35,53.793,7.687,72.195,4.625,82.299,32.92,5.875,5.091,6.276,6.0,157.842,163.984,20.718,4.841,15.51,7.408,5.744
1927,5.378,24.934,30.675,66.41,13.498,85.353,17.879,6.949,14.148,6.517,6.126,155.024,161.292,18.418,8.918,14.601,5.535,5.81
1928,5.549,31.95,26.055,69.129,14.453,89.27,19.961,6.242,5.639,14.024,6.472,159.657,165.918,24.937,5.554,5.78,16.294,5.9
1929,6.165,46.723,13.693,72.791,23.301,102.358,7.18,5.832,5.453,5.018,6.235,149.746,155.096,14.453,20.956,5.222,9.855,4.955
1930,5.265,53.358,8.181,72.069,5.035,82.46,27.901,5.711,6.554,6.278,6.005,151.987,158.007,25.338,5.795,6.49,9.406,5.628
1931,6.168,46.794,14.979,74.148,26.667,105.422,7.325,6.661,5.687,5.365,5.093,154.07,159.693,17.026,21.172,5.822,9.964,5.226
1932,5.346,30.904,26.508,68.137,13.653,87.272,18.043,6.971,5.521,5.092,6.246,148.634,154.79,12.635,25.363,4.889,8.937,5.744
1933,5.123,23.631,30.117,64.044,5.742,82.803,24.359,5.738,6.068,5.692,14.204,156.417,162.253,4.634,26.492,6.066,9.555,5.521
1934,5.445,53.986,7.879,72.809,5.242,83.656,29.938,6.532,14.292,6.589,6.23,157.447,163.65,3.896,25.213,5.812,9.039,5.834
1935,6.115,22.204,36.687,71.165,6.291,83.773,33.103,6.552,5.605,14.03,6.53,158.365,163.886,4.578,26.65,6.084,9.592,5.064
1936,6.084,50.775,7.39,70.372,6.968,83.613,29.822,6.388,5.708,5.382,5.092,154.551,159.938,21.723,4.87,16.435,7.179,5.058
1937,6.311,34.944,20.012,75.032,19.031,99.433,14.624,6.04,4.702,5.919,5.701,154.769,168.103,4.923,25.433,4.906,17.959,5.663
1938,5.935,46.327,12.531,70.675,22.286,99.033,6.827,5.47,4.641,6.006,5.654,147.495,152.718,18.558,8.298,14.819,5.542,6.363
1939,4.815,41.74,6.108,57.423,28.025,89.224,6.866,5.08,6.033,5.693,5.409,136.034,142.093,18.009,8.969,15.516,5.475,5.26
1940,4.88,23.688,19.365,51.498,12.91,68.235,24.723,6.153,4.671,5.813,5.567,136.98,143.061,4.712,26.536,5.529,37.659,4.047
1941,4.586,38.114,11.489,58.698,21.825,85.093,5.739,6.167,5.036,6.23,5.761,128.61,132.637,12.997,22.036,4.578,41.964,4.866
1942,4.304,37.736,16.566,62.913,18.374,85.697,14.179,5.077,6.169,5.916,5.685,134.987,139.729,17.91,11.554,13.78,8.113,
1943,4.298,37.823,19.533,66.018,22.062,92.665,6.736,6.641,6.013,5.564,5.217,142.302,148.627,13.247,23.86,5.693,16.624,5.928
1944,4.837,23.58,21.165,54.492,14.345,72.581,20.366,7.082,5.727,5.346,5.054,132.464,138.775,31.769,5.313,14.714,5.974,4.046
1945,5.491,54.329,7.658,73.004,5.115,83.773,27.92,6.404,5.228,5.751,5.481,154.591,160.901,15.147,20.349,6.013,17.352,5.925
1946,5.374,47.724,14.231,72.725,26.763,104.993,6.866,6.359,5.56,5.211,4.966,153.125,159.247,22.867,5.182,15.14,6.445,5.752
1947,5.306,45.12,20.634,76.454,21.657,103.585,6.409,5.865,4.253,6.338,6.094,151.226,157.324,14.623,21.427,4.854,16.397,5.697
1948,6.222,51.691,8.583,72.771,26.004,103.636,8.126,6.284,4.994,6.096,5.777,152.461,158.231,12.059,22.476,5.054,14.356,5.227
1949,5.64,54.885,6.692,72.863,5.951,84.576,26.513,5.457,4.594,5.951,5.685,152.008,158.338,18.68,8.202,15.107,12.6,6.009
1950,5.569,25.451,26.896,71.049,5.588,82.334,33.857,13.501,6.23,5.907,5.619,157.9,164.141,22.074,5.096,14.707,16.342,5.973
1951,6.074,46.585,13.936,72.698,23.633,102.533,15.12,6.113,4.788,6.003,5.736,156.999,162.43,12.977,22.244,5.372,16.617,4.964
1952,5.525,31.538,25.514,68.044,13.389,87.096,33.759,5.424,5.984,5.623,5.358,162.623,168.89,18.062,8.555,14.499,13.97,5.928
1953,5.494,48.222,13.837,73.093,25.239,103.983,7.968,5.214,5.995,5.462,5.154,152.671,159.019,19.46,9.418,15.113,14.819,5.919
1954,5.918,21.462,6.98,69.352,6.469,81.852,32.56,6.292,4.794,5.896,5.621,146.596,158.8,5.059,25.823,5.899,17.963,6.286
1955,5.546,25.561,30.705,67.39,13.459,86.525,18.418,7.072,14.286,6.713,6.061,157.257,162.198,4.178,26.123,5.847,15.998,5.978
1956,5.51,25.414,30.682,67.138,13.25,86.018,23.722,5.978,5.945,5.557,13.902,159.147,165.425,4.111,24.447,14.985,6.409,5.885
1957,5.839,26.845,25.252,64.05,14.218,82.895,19.211,6.512,5.098,6.328,6.052,144.705,150.284,13.565,21.134,5.363,7.021,5.208
1958,5.72,32.613,23.265,67.377,14.344,87.581,13.058,6.612,5.154,6.282,6.004,144.033,150.64,4.933,25.27,15.939,6.128,6.243
1959,6.137,34.452,19.927,66.71,19.058,92.213,15.582,6.886,5.45,4.714,6.115,157.09,163.142,12.516,25.872,4.373,15.917,13.948
1960,5.923,27.21,25.63,64.731,14.601,85.406,21.149,6.825,5.249,6.278,5.983,150.024,155.177,12.329,26.056,14.87,8.274,6.372
1961,5.98,27.525,25.995,65.532,14.921,86.598,21.228,5.873,6.077,5.762,14.231,156.88,162.18,25.274,5.249,15.499,6.447,4.996
1962,5.498,45.125,19.464,75.577,14.065,95.237,17.793,6.602,5.137,6.259,5.973,156.813,163.14,5.045,26.281,5.885,8.505,5.884
1963,6.108,22.167,7.074,71.248,6.31,83.819,30.849,14.582,5.675,5.361,5.069,153.629,159.067,21.947,6.076,14.366,5.456,4.988
1964,6.182,46.849,14.012,73.299,25.879,104.096,7.669,6.205,4.797,6.248,5.991,160.261,165.944,24.985,5.417,6.25,8.995,5.271
1965,5.714,49.021,11.043,71.529,26.487,103.835,6.178,5.846,4.711,5.924,5.633,151.449,156.509,15.627,20.47,5.583,9.184,6.281
1966,5.942,21.524,8.639,71.223,6.374,83.778,31.527,13.699,6.1,5.886,5.623,155.333,160.872,24.305,5.419,15.388,7.948,5.079
1967,5.488,31.509,26.384,68.894,15.234,89.79,12.474,6.599,5.157,6.365,6.096,146.456,152.939,12.457,24.591,4.4,15.512,6.054
1968,5.63,45.894,19.81,77.025,19.849,102.654,14.02,5.806,6.079,5.635,14.025,168.082,173.043,25.578,5.302,15.036,6.375,6.038
1969,5.846,33.099,19.269,64.091,17.73,87.814,12.146,6.856,5.371,4.622,5.957,141.669,155.43,25.922,5.221,16.754,7.165,6.279
1970,6.38,52.007,7.894,71.216,29.711,106.034,9.075,5.916,4.822,6.007,5.752,156.054,161.996,16.478,21.51,5.194,8.172,5.554
1971,5.554,31.919,26.137,69.211,14.963,89.881,15.515,6.824,5.719,5.345,5.074,148.243,154.543,16.24,21.947,5.467,8.363,5.959
1972,5.211,30.232,26.978,67.649,14.51,87.495,19.106,5.87,5.769,5.391,6.569,156.42,162.72,25.523,5.076,16.568,6.296,5.599
1973,6.123,51.069,7.566,70.916,27.519,104.704,7.597,6.589,5.647,5.328,4.95,151.926,157.455,18.752,17.768,5.102,8.628,5.031
1974,5.557,25.527,30.615,67.264,13.323,86.276,34.03,7.134,5.604,6.718,6.091,163.325,169.651,16.938,21.173,4.491,9.129,5.962
1975,4.913,47.254,14.176,71.359,27.408,103.898,7.67,5.73,4.669,5.995,5.709,152.672,158.417,17.815,19.994,5.471,8.111,5.349
1976,5.647,25.973,29.687,74.381,5.508,85.693,25.134,7.331,5.685,14.137,6.601,163.093,168.032,25.054,4.783,16.606,6.601,6.058
1977,6.166,22.38,36.819,71.583,6.097,82.491,32.108,6.307,5.609,5.248,4.957,154.551,160.434,21.943,5.666,13.633,9.879,5.459
1978,5.591,25.881,30.607,67.692,13.369,86.692,18.204,7.063,5.634,6.779,6.525,156.91,163.243,25.8,5.035,15.726,5.947,6.001
1979,4.679,47.298,6.519,63.185,6.197,74.448,31.62,14.082,5.99,5.665,5.341,145.446,150.971,21.577,4.442,15.515,5.516,4.918
1980,4.285,45.486,6.148,60.229,4.537,69.139,31.278,6.195,5.471,5.06,6.217,140.51,146.834,20.723,5.975,15.466,8.298,4.821
1981,4.794,42.35,6.641,58.69,6.366,69.063,28.955,6.351,5.644,5.281,4.991,137.352,143.077,23.631,5.922,14.552,4.983,5.308
1982,4.311,45.285,5.673,59.603,6.061,70.298,28.377,6.667,14.017,6.511,6.108,136.599,142.748,25.244,5.611,6.19,9.188,
1983,3.945,19.456,32.017,59.126,3.937,67.128,30.372,6.592,5.985,5.569,5.139,139.405,145.306,21.611,6.203,15.617,6.196,4.536
1984,4.965,42.814,6.971,58.47,6.822,88.239,6.598,6.383,5.646,5.295,5.015,136.066,141.726,20.945,5.637,15.194,7.585,5.304
1985,4.034,31.201,19.632,64.879,19.852,88.894,13.666,5.756,4.727,5.616,5.227,138.804,143.912,16.247,20.356,5.423,7.947,4.751
1986,4.668,22.932,20.696,53.012,11.94,69.808,18.911,5.847,4.583,5.718,5.447,124.637,128.928,4.24,23.227,4.079,16.778,3.831
1987,4.253,45.192,6.324,60.06,4.718,69.156,28.066,5.251,6.505,6.232,5.959,137.048,142.793,23.082,4.627,16.506,6.223,4.707
1988,4.94,23.894,21.287,53.84,14.724,72.433,20.762,7.096,5.799,5.462,5.16,132.989,139.336,12.835,25.103,4.592,15.81,4.082
1989,4.726,38.548,12.328,60.381,20.901,86.133,14.172,6.886,5.748,5.343,5.02,137.522,142.976,16.902,20.622,5.649,9.098,3.838
1990,3.966,43.935,6.393,58.267,3.845,66.111,29.664,6.241,5.063,6.341,6.079,135.687,140.519,14.292,22.214,5.382,17.312,4.306
1991,4.395,37.901,18.979,65.689,21.537,91.737,6.616,5.548,4.738,5.976,5.725,138.185,143.196,19.414,15.61,5.293,17.356,4.693
1992,4.284,39.847,11.465,59.906,27.881,92.19,5.918,5.476,4.698,5.998,5.764,135.892,141.057,18.59,16.661,5.569,18.974,4.613
1993,4.804,42.552,6.75,58.981,29.623,92.346,6.487,6.654,6.236,5.824,5.598,137.316,142.909,3.561,5.498,15.767,15.186,4.037
1994,4.331,40.014,11.429,60.131,27.3,91.782,5.809,5.854,5.053,6.2,5.492,136.707,140.597,18.293,7.78,15.246,7.911,4.668
1995,4.307,26.532,21.704,56.887,14.663,76.006,13.757,6.97,5.71,5.298,5.031,130.149,144.166,13.439,24.608,5.369,18.377,4.851
1996,4.002,43.998,6.735,58.756,27.637,90.481,7.413,5.224,6.03,5.648,5.375,135.786,141.977,17.259,20.473,5.463,7.993,4.335
1997,4.004,44.262,6.438,58.723,4.251,67.093,32.464,6.664,5.799,5.439,5.14,137.711,142.599,22.615,4.937,15.056,15.372,4.354
1998,4.553,38.011,18.451,65.604,18.114,88.39,13.577,6.831,5.51,6.364,5.979,143.567,148.792,12.43,22.681,5.407,16.881,4.944
1999,4.052,37.163,16.865,62.162,19.71,86.032,6.494,5.229,6.035,5.692,5.448,131.962,136.84,18.485,21.072,5.411,16.737,4.407
2000,4.111,25.631,24.006,57.866,12.707,74.807,18.556,6.019,4.967,4.613,4.277,128.964,141.274,11.011,19.642,4.297,12.947,4.488
2001,4.284,26.357,21.9,56.85,14.724,76.003,12.871,6.186,4.866,5.993,5.695,135.0,139.203,12.046,23.335,6.083,9.409,4.984
2002,11.247,31.41,19.773,66.52,20.088,90.748,13.367,5.687,4.617,5.915,5.659,141.618,147.703,18.004,11.992,14.596,6.282,4.44
2003,3.755,43.13,5.879,56.614,6.752,67.301,29.963,5.165,5.926,5.478,5.158,133.905,138.637,19.167,10.623,13.787,7.175,4.176
2004,4.027,38.769,11.636,58.501,25.966,88.652,6.551,5.678,4.976,6.28,6.018,136.949,143.023,22.171,5.146,15.787,6.541,4.641
2005,3.813,43.048,9.142,59.91,26.038,89.977,5.737,15.12,6.269,5.948,5.66,145.157,150.996,25.026,5.669,6.1,16.178,4.458
2006,5.571,32.043,26.143,69.373,14.654,89.734,20.908,5.329,5.975,5.568,5.211,152.159,158.44,16.269,20.594,5.589,9.346,5.97
2007,3.695,24.096,21.587,53.175,15.021,72.09,21.308,6.712,5.518,5.169,4.604,130.447,136.337,15.571,21.151,5.271,6.365,4.109
2008,4.135,20.502,31.763,60.614,5.994,70.908,32.667,6.589,5.617,13.885,6.479,144.16,150.504,4.36,5.923,6.21,17.103,4.643
2009,4.727,47.118,6.431,63.041,6.035,72.532,32.433,13.086,5.965,5.627,5.356,141.42,146.895,16.532,9.884,14.494,7.788,3.978
2010,4.729,42.027,6.628,58.086,6.341,67.856,28.396,6.343,5.175,6.373,6.03,136.592,142.147,19.23,15.334,4.256,9.62,3.949
2011,4.928,18.772,29.826,57.204,4.695,65.737,32.827,6.124,4.99,6.313,6.015,138.251,142.863,20.145,5.995,13.878,7.95,4.058
2012,4.739,47.467,6.589,63.555,6.084,73.096,28.914,6.29,5.703,5.346,6.594,139.887,145.371,24.481,4.572,15.121,7.63,3.986
2013,3.912,38.026,13.375,59.18,22.979,86.184,7.699,5.494,5.986,5.577,5.212,132.993,138.902,16.229,20.73,5.548,15.282,4.235
2014,4.012,44.108,6.161,58.341,6.873,69.317,27.2,5.29,6.058,5.602,5.232,135.936,140.993,20.291,7.427,15.975,7.21,4.462
2015,4.205,45.021,6.23,59.976,4.874,69.564,27.894,5.144,6.513,6.172,5.854,136.919,142.018,24.745,4.452,15.036,7.52,5.116
2016,4.941,29.233,16.155,55.429,19.492,86.003,14.361,5.953,4.646,5.909,5.601,139.818,145.763,11.82,24.888,5.921,9.076,4.377
2017,4.339,26.562,21.798,57.055,15.321,76.858,14.0,6.889,5.584,5.189,4.565,130.52,137.24,31.657,4.701,16.463,7.17,4.877
2018,4.499,38.003,18.432,65.528,21.653,91.88,6.642,5.316,5.919,5.563,5.199,137.05,142.269,14.889,20.338,5.838,17.248,4.892
